sentence1	sentence2	label
Professor Rogers began her career by clerking for The Honorable Thomas D. Lambros of the United States District Court for the Northern District of Ohio .	Professor Rogers has always been a clerk to him .	contradiction
In Texas , the legislature was instrumental in effecting changes to the state 's benefit programs through provisions in several pieces of legislation .	The legislature was instrumental in effecting changes to the benefit program .	entailment
Strategic human capital management must be at the center of this transformation effort .	Human capital management has to be at the center of the changing effort	entailment
Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization , content , and presentation of information to allow for a more common look and feel to agencies ' ITbased public participation mechanisms in rulemaking .	Agencies believe that their current practices are sufficient to serve their function .	contradiction
Usually , sites for program effects case studies should be selected with great care for criteria such as whether there is evidence that the program has been implemented at the site , whether the site has been subjected to changes that could have the same effects as the program or that could mask its effects , and how the addition of this site to the group of sites being studied supports the generalizability of the findings .	There is no criteria for selecting sites for programs .	contradiction
Although all four categories of emissions are down substantially , they only achieve 50-75 % of the proposed cap by 2007 ( shown as the dotted horizontal line in each of the above figures ) .	The downturn in the emission categories simply is n't enough in our estimation .	neutral
The Balanced Scorecard Institute is a web clearinghouse for managers to exchange information , ideas , and lessons learned in building strategic management systems using the balanced scorecard approach .	Building strategic management systems requires specialist training and years of experience .	neutral
Table 4.1 : Selected Federal Income Tax Provisions That Influence Personal Saving	Some tax provisions are meant to stimulate personal savings .	entailment
These are issues that we wrestle with in practice groups of law firms , she said .	Practice groups of law firms wrestle with these issues .	entailment
Such parties may include	Parties do n't include	contradiction
aCondition Assessment Survey ( CAS ) .	TV Marketing Study	contradiction
Summary of Deferred Maintenance as of September 30 , 199Z ( in Millions of Dollars ) :	Deferred Maintenance in Millions of Dollars , as of September 30 , 199Z :	entailment
There 's nobody telling that landlord to fix the property , Simmons said .	Simmons said that nobody told the landlord to fix the property .	entailment
The materials then are searched for counterevidence and subsidiary or branching paths are laid out .	No materials are searched for counterevidence .	contradiction
5 The share of gross national saving used to replace depreciated capital has increased over the past 40 years .	Depreciated capital does not need to be replaced .	contradiction
Increased saving by current generations would expand the nation 's capital stock , allowing future generations to better afford the nation 's retirement costs while also enjoying higher standards of living .	Increased saving by current generations would not expand the nation 's capital stock , and future generations would be unable afford the nation 's retirement costs .	contradiction
OMB has approved the information collection contained on the Form ADV and has	OMB staunchly opposed the information collection contained on the Form ADV .	contradiction
The Honorable Bill Archer , Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives	Bill Archer has never held government office in his entire life .	contradiction
However , some participants cautioned that principle-based standards should not be viewed as a panacea to solve the problems with financial reporting and could lead to an undesirable situation where you would not have comparability or agreement as to the treatment of similar transactions .	some participants cautioned that principle-based standards should be viewed as a panacea to solve the problems	contradiction
8 million in relief in the form of emergency housing .	No money was spent on emergency housing relief .	contradiction
It 's Legal Aid 's commitment to justice .	It is Legal Aid 's dedication to justice .	entailment
As a result , an estimated four out of five low-income people requiring legal help in our community do not receive it .	Everyone receives the legal help they need regardless of their income .	contradiction
Even after we hire good people , we need to take steps to retain them .	People often stay on a job for different reasons than the ones they had for accepting the position .	neutral
I think this report shows that we have had an inordinately productive and successful year .	Nothing productive is needed for a successful year	contradiction
Chapter 1 provides general background information on emission control technologies .	Chapter 1 shows general info	entailment
The results of the sheepshead minnow , Cyprinodon variegatus , inland silverside , Menidia beryllina , or mysid , Mysidopsis bahia , tests are acceptable if survival in the controls is 80 percent or greater .	The need for high survival rates is to ensure the highest quality of results .	neutral
IRS Restructuring and Reform Act , its budget requests , and administration of various tax	IRS Restructuring and Reform Act has budget requests .	entailment
In 2001 , LSC continued to play an active role in encouraging and supporting states ' technology plans .	In 2001 , LSC continued to play an active role in encouraging and supporting states ' technology plans	entailment
Our review indicates that the Food and Drug Administration complied with the applicable requirements .	The Food and Drug Administration has strict requirements .	neutral
In fact , you 're going to be rewarded .	Sorry , you 're going to be fined .	contradiction
The Committee intends that LSC consult with appropriate stakeholders in developing this proposal .	The Committee discourages LSC to consult with any stakeholders .	contradiction
Indeed , recent economic research suggests that investment in information technology explains most of the acceleration in labor productivity growth-a major component of overall economic growth-since 1995 .	The research says that the acceleration in labor productivity is due to the investment in information technology .	entailment
Improved products and services Initiate actions and manage risks to develop new products and services within or outside the organization .	Improved products and services lead to actions and manage risks to develop new products and services with/without an organization	entailment
LSC 's State Planning Initiative began in 1995 primarily in response to the programmatic changes and budget cuts that were threatening the very survival of legal services delivery across the nation .	The LSC State Planning Initiative was the first of its kind among similar organizations .	neutral
Instead , we could recommend that , compared with other settings , the prevalence of alcohol problems among ED patients makes it worthy of careful consideration .	ED and alcohol dependency issues are completely unrelated .	contradiction
In short , this is a whole new costing area that would need to be undertaken .	In a nutshell , this new costing area would not need to be undertaken .	contradiction
The building will also house two smaller volunteer-based programs , the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project .	The building is to remain empty .	contradiction
Strange as it may seem to the typical household , capital gains on its existing assets do not contribute to saving as measured in NIPA .	The increased equity of a house may not be considered as savings by NIPA .	entailment
There is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand functions	Instead of sampling humans for this data , researchers sampled pet rocks .	contradiction
Each working group met several times to develop recommendations for changes to the legal services delivery system .	There were no meetings to discuss changes to the legal services delivery system .	contradiction
It was stated that auditors frequently leave the profession early in their careers to join clients , and that over half of CPAs are not practicing public accounting .	Auditors stay in the career for a long time .	contradiction
Using a threestep development planning process , managers assess their current capabilities , determine their specific development needs , and build and execute a development plan .	Building and executing a development plan is impossible .	contradiction
In fact , you 're going to be rewarded .	Indeed , you will get a prize .	entailment
The majority of the agencies that responded appreciated GAO 's initiative to develop the protocols and said that they were comprehensive and provided a framework for meaningful communication .	The agencies that responded despised the initiative by GAO .	contradiction
However , assuming the procedural requirements of Chapter 36 are met , changes negotiated by the Postal Service and a mail user for their mutual benefit may merit recommendation under the applicable statutory standards .	Changes negotiated by the Postal Service are too regular and prohibit my postal services .	contradiction
Emergency physician attitudes concerning intervention for alcohol abuse/dependence in the emergency department .	Physicians have different attitudes concerning substance abuse in the ER .	neutral
The data would be presented as required supplementary stewardship information accompanying the consolidated financial statements of the Federal Government but not in individual reports of its component units .	The data is only necessary when looking at the big picture within federal government .	neutral
What the judge really wants are the facts -- he wants to make a good decision , he said .	The judge does not care about the facts , everything he des is based on feeling .	contradiction
Working groups were established to coordinate training statewide , to focus on the establishment of a statewide website and to continue coordination and sharing in technology matters .	Groups were formed to coordinate training around the state .	entailment
When people are late , it makes it hard to keep things working in a rational fashion .	It does n't matter at what time do people arrive .	contradiction
The pieces paying 33 .	More than 30 pieces paying .	entailment
The aggregate effect on the amount of federal government saving is what affects the level of national saving and economic growth .	Federal government saving affects economic growth .	entailment
2 . Receiving Water Samples	The water samples were never received .	contradiction
In addition , because funding is secured on an	Funding has to be secured .	entailment
In research designs based on statistical inference , the criterion for establishing casuality is whether the findings are likely to have occurred by chance following appropriate comparisons to eliminate alternative interpretations .	Research designs may be based on statistical inference .	entailment
Michael B. Wachter of the University of Pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29 .	Wachter works for the University of Pennsylvania .	entailment
More than 100 judges , lawyers and dignitaries were present for the gathering .	Lots of judges and lawyers gathered for the event .	entailment
The technical how-tos for these three strategies will be summarized later in this paper .	There are three strategies discussed in the paper .	entailment
To address these concerns , we supplement our Base Estimate of benefits with a series of sensitivity calculations that make use of other sources of concentration-response and valuation data for key benefits categories .	Supplemental data is less accurate than primary data .	neutral
STANDARD COSTING - A costing method that attaches costs to cost objects based on reasonable estimates or cost studies and by means of budgeted rates rather than according to actual costs incurred .	This costing model is based on research and analytical activity .	entailment
We did not study the reasons for these deviations specifically , but they likely result from the context in which federal CIOs operate .	These deviations mostly involve failure to apply software updates in a timely manner .	neutral
As of last week he charges $ 50 an hour minimum instead of $ 25 for the services of his yearling Northern Utah Legal Aid Foundation .	His charges went up last week .	entailment
We look forward to receiving comments from the readers of this paper .	They discourage people from making comments about the paper .	contradiction
This makes it incumbent on the government to create incentives to recruit new employees and retain older employees .	There is no need for the government to create incentives just to recruit new people .	contradiction
Energy-related activities are the primary source of U.S. man-made greenhouse gas emissions .	Producing energy is the main source of US greenhouse gas emissions .	entailment
While AILA has joined the ACLU and other organizations in a Freedom of Information Act request to find out who is being detained where and why , Mohammed notes that the reasons for the immigrants ' detention were not immediately clear and sometimes had dire consequences .	The AILA joined the ACLU in requesting the information to be released immediately .	neutral
A student visa overstayer is not going to be a high priority for pro bono assistance .	A student visa overstayer will not obtain pro bono assistance .	neutral
For instance , mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account .	Mandatory account proposals would outlaw savings in individual accounts .	contradiction
bGross national saving is held constant as a share of GDP at 18 .	bGross national saving is held constant as a share of GDP .	entailment
H-2A aliens , as the only category of eligible aliens who reside in the United States temporarily , are particularly affected by the issue before the Commission because of their necessarily short periods of time in the United States .	Most H-2A aliens are from somewhere beyond Mars orbit .	neutral
IRS Restructuring and Reform Act , its budget requests , and administration of various tax	Containing IRS Restructuring and Reform Act , its budget requests , and administration of various tax	entailment
The loss of technical competence through downsizing was sufficiently pervasive that FFC , in conjunction with TBR and the NAVFAC , conducted the Government/Industry Forum on Capital Facilities and Core Competencies in March 1998 .	The FFC ended the Government/Industry Forum in 1993 .	contradiction
For fiscal year 1996 , Congress determined that the Commission should recover $ 126,400,000 in costs , an amount 8.6 percent higher than required in fiscal year 1995 .	Congress determined that Commission should recover over $ 126 million in costs , which is 8.6 percent higher than the year before .	entailment
It must also report the information to the employee 's home agency promptly to facilitate disbursement of pay by the home agency .	Disbursement of pay must be facilitated by reporting information to the home agency .	entailment
eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements .	There are rules that would apply if a state does not enforce the statutory requirements .	entailment
Yet , despite the stock market boom of the 1990s , many households have accumulated little , if any , wealth ( see figure 1.3 ) , and half of American households did not own stocks as of 1998 .	The stock market boom of the 1990s led to explosive wealth accumulation in most households .	contradiction
The second missing benefit includes gains in environmental quality , especially improved health benefits .	The second benefit has no effect on health .	contradiction
NOx can be transported long distances and contribute to ozone many hundreds of miles from its source .	NOx raises global temperature and needs to be limited .	neutral
Even if the entire unified surplus were saved , GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years .	The entire unified surplus being saved assumed , GDP would fall short of the U.S historical average .	entailment
However , the extent to which these comments were electronically available and the role that this access played in the rulemaking process varied substantially .	The comments and the extent of their availability played no role in the rule making process .	contradiction
Title IV of the Clean Air Act ( relating to acid deposition control )	The fourth title in the CAA related to acid deposition .	entailment
However , the WRAP States may unanimously petition the Administrator to determine that the total emissions of affected EGUs are reasonably projected to exceed 271,000 tons in 2018 or a later year and to make affected EGUs subject to the requirements of the new WRAP trading program .	The WRAP States may unanimously petition the Administrator to determine that the total emissions of affected EGUs are reasonably projected to exceed 271,000 tons	entailment
To help identify solutions to this problem , Senators Fred Thompson and John Glenn , Chairman and Ranking Minority Member , respectively , of the Senate Committee on Governmental Affairs , requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies .	The better management practices will result in a more robust security infrastructure .	neutral
As a result of these procedures , the Department estimates an annual net savings of $ 545 million .	An annual net savings of $ 545 million has been estimated by the Department , says the report .	entailment
But he said he thought the Ledfords understood they could qualify only if he put down a stated income , typically an undocumented business income that raises the borrower 's interest rate .	He thought he did n't need anything to qualify .	contradiction
A survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians ' perception that their responsibilities included screening .	If a physician believes they are responsible for screening , they will refuse to do so .	contradiction
Practice 16 : Be Alert to New Monitoring Tools and Techniques	Being alert to new monitoring tools and technigques is practice 16 .	entailment
STANDARD COSTING - A costing method that attaches costs to cost objects based on reasonable estimates or cost studies and by means of budgeted rates rather than according to actual costs incurred .	Standard Costing was applied to the ledger .	neutral
It is truly an honor .	They were humbled .	entailment
Cases in Comparative	Cases can be part of a legal matter .	neutral
The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income , about $ 22,000 a year for a family of four , Kleiman said .	The statement is actually incorrect as all families , regardless of income , are eligible for the services .	contradiction
Case Studies in Science Education .	Case studies in writing .	contradiction
8 A stoichiometry of 1.03 is typical when the FGD process is producing gypsum by-product , while a stoichiometry of 1.05 is needed to produce waste suitable for a landfill .	A stoichiometry of 1.07 is typical when the FGD process is producing gypsum by-product	contradiction
13 Executive Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118 , June 1996 ) .	The executives did n't implement the government performance and results act	contradiction
Cases in Comparative	These cases can be related to criminals .	neutral
( Hypothetical data for this example are given in table 2.2 . )	The possible data is in table 2.2	entailment
Information Computer Attacks at Department of Defense Pose Increasing Risks	Increased danger is coming from computer attacks at the Department of Defense .	entailment
Transforming Control of Public Health Programs Raises Concerns (	The change of public health programs concerns people .	entailment
According to the Natural Resources Conservation Service , this single , voluntary program will provide flexible technical , financial , and educational assistance to farmers and ranchers who face serious threats to soil , water , and related natural resources on agricultural and other lands , including grazing lands , wetlands , forest lands , and wildlife habitats .	This program aims to destroy all farms .	contradiction
The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income , about $ 22,000 a year for a family of four , Kleiman said .	An annual household income of under $ 22,000 a year for a family of four disqualifies families for LSC services .	contradiction
I think this report shows that we have had an inordinately productive and successful year .	The report was well done	neutral
As a result , an estimated four out of five low-income people requiring legal help in our community do not receive it .	The people with low incomes do not know what s available to them as far as legal help is concerned .	neutral
Thus , recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone , both the Base and Alternative Estimates may underestimate the benefits of implementation of the Clear Skies Act .	Base and Alternative estimates perfectly understand the benefits of implementing the Clear Skies Act .	contradiction
Prototyping , for example , may act as part of the requirements definition process , helping the agency identify and control areas of high uncertainty and technical risk .	Prototyping is not important , testing with the actual finished product is better .	contradiction
GAO recommends that the Secretary of Defense revise policy and guidance	GAO recommends that the Secretary of Defense revise policy and guidance	entailment
In addition , because funding is secured on an	If the funding is n't secured , there 's no way to go on .	neutral
Nowadays , a poverty lawyer working for one of New York 's many agencies representing the indigent - including Legal Aid , the South Brooklyn Legal Services , the Lawyers Alliance for New York , InMotion , the Lawyers Committee for Human Rights , Volunteers of Legal Service , the Bronx Defenders and New York Lawyers for the Public Interest - might begin his or her career at $ 32,000 per annum , compared with the $ 125,000 average first-year associate salary at the city 's larger firms .	Poverty lawyers might make $ 32,000 per year starting out .	entailment
So unlike people who are fortunate enough to be able to afford attorneys and can go to another lawyer , our clients are simply lost in the legal system if they can not get access to it from us .	Our clients can barely afford our legal assistance .	entailment
This one-at-a-time , uncoordinated series of regulatory requirements for the power industry is not the optimal approach for the environment , the power generation sector , or American consumers .	The environment and American consumers are better off as a result of this regulation .	neutral
Since the mid 1990s , aggregate household wealth has swelled relative to disposable personal income , largely due to increases in the market value of households ' existing assets ( see figure 1.2 ) .	Figure 1.2 will illustrate this fact and make it easier to understand .	neutral
CHAPTER 3 : FEDERAL MISSION PP	Chapter 3 covers topics not related to The Federal Mission PP .	contradiction
Net nonfederal saving	The net saving does not include federal saving	entailment
However , the associated cost is primarily some of the costs of assessing and collecting duties on imported merchandise , such as the salaries of import specialists ( who classify merchandise ) and the costs of processing paperwork .	the associated cost is primarily some of the costs of assessing and collecting duties	entailment
If you have any questions about this report , please contact Henry R. Wray , Senior Associate General Counsel , at ( 202 ) 512-8581 .	Henry R. Wray can be reached at ( 555 ) 512-8581 .	contradiction
Recent SAB deliberations on mortality and morbidity valuation approaches suggest that some adjustments to unit values are appropriate to reflect economic theory ( EPA-SAB-EEAC-00-013 , 2000 ) .	Economic theory is the only theory concerning mortality valuation .	neutral
The Saver-Spender Theory of Fiscal Policy , Working Paper 7571 .	The paper was number 1738 .	contradiction
You will need-all of you will need-to be highly visible personally and professionally .	Everyone should remain as private and closed off as possible .	contradiction
Also , other sorbent-based approaches in development may prove in time to be preferable to ACI , making the use of ACI only a conservative assumption .	Hydrogen-based approaches in development may be preferable to ACl .	contradiction
Such experience better enables the CIOs to work with business managers to build a shared vision for meeting mission needs .	They are able to have the same vision because of their previous involvement .	entailment
The Indigenous Project , a new program run by the Oregon Law Center , is one of only a handful of places in the United States where indigenous farmworkers from Mexico and Central America can find free and confidential legal aid .	The Indigenous Project is run by the Nebraska Law Center .	contradiction
These rules implement section 106 of the Federal Crop Insurance Reform Act of 1994 .	The Federal Crop Insurance Reform Act gave insurance to farmers whose crops did n't succeed .	neutral
The program covers those units covered by the new nationwide sulfur dioxide trading program that are located in the States in the WRAP and that , in any year starting in 2000 , emit more than 100 tons of sulfur dioxide and are used to produce electricity for sale .	The program covers units covered by the nationwide sulfur dioxide trading program .	entailment
U.S. civil legal services delivery system .	The us does not have a civil delivery system	contradiction
Similarly , OIM revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users .	The OIM is hoping to revise the Grant Renewal Application to reduce the LSC 's ability to request information .	contradiction
Increased saving by current generations would expand the nation 's capital stock , allowing future generations to better afford the nation 's retirement costs while also enjoying higher standards of living .	Current generations ' increased saving would expand the nation 's capital stock , allowing future generations to better afford the nation 's retirement costs while also enjoying higher standards of living .	entailment
Through the Web site , a total of 1,634 associates donated nearly $ 200,000 to Legal Aid in 2002 .	1,634 associates gave money to Legal Aid through their site .	entailment
The H-2A worker must depart the country and is subject to deportation for failing to do so .	The H-2A worker is being forced to enter the country for work .	contradiction
Technological advances generally come in waves that crest and eventually subside .	Advances in electronics come in waves .	entailment
The ITC has enlisted legal services attorneys from across the state to manage each of the 12 categories , and those volunteers will organize contributions and add them to a searchable database .	They volunteers were happy to help .	neutral
Homes or businesses not located on one of these roads must place a mail receptacle along the route traveled .	The other roads are far too rural to provide mail service to .	neutral
18 In 1989 , rural carriers received an average of 34 cents per mile as a motor vehicle allowance .	The allowance for rural carriers was 34 cents per mile on average in 1989 .	entailment
Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons .	Court officials include the phone numbers of legal aid departments .	entailment
Even though national saving remains relatively low by U.S. historical standards , economic growth in recent years has been high because more and better investments were made .	Americans are not saving much .	entailment
For example , computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years .	Computers will not be able to function to a business ' standards once the equipment is 7 years old .	neutral
The researchers found expected stresses like the loss of a check in the mail and the illness of loved ones .	The stresses affected people as the researchers expected .	entailment
Energy-related activities are the primary source of U.S. man-made greenhouse gas emissions .	Producing dirty energy is the main source of US greenhouse gas emissions .	neutral
The opportunity	The opportunity is what the line states	neutral
Along with each step , certain practices proved especially important to the success of their efforts .	Certain practices were really important to their efforts	entailment
Supreme Court agreed Monday to hear a Washington case challenging the widespread practice of pooling client money held by lawyers and using the interest to pay for legal services for the poor .	The Supreme Court refused to hear a case about pooling client money .	contradiction
Thus , the imbalance in the volume of mail exchanged magnifies the effect of the relatively higher rates in these countries .	There is an imbalance in ingoing vs outgoing mail .	entailment
A recorded menu will provide information on how to obtain these lists .	Lists are available on electronic menus .	neutral
Instead , we could recommend that , compared with other settings , the prevalence of alcohol problems among ED patients makes it worthy of careful consideration .	The vast majority of ED patients also suffer from alcohol dependency issues .	neutral
General Accounting Office , A Model of Strategic Human Capital Management , GAO-02-373SP ( Washington , D.C. : Mar .	The GAO is a model of strategic human capital management .	entailment
Even if the entire unified surplus were saved , GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years .	GDP would still be above 50,000 even given the conditions .	neutral
The FCC will publish a notice in the Federal Register when such approval is granted .	After approval is granted , the FCC will publish a notice in the Federal Register within 30 days .	neutral
The second missing benefit includes gains in environmental quality , especially improved health benefits .	One of the missing benefits is associated with better health and an increase in environmental quality .	entailment
WHOLE LIFE POLICIES - Policies that provide insurance over the insured 's entire life and the proceeds ( face amount ) are paid only upon death of the insured .	Whole life policies are a type of life insurance that only cover the insured person until retirement from the workforce .	contradiction
The researchers found expected stresses like the loss of a check in the mail and the illness of loved ones .	The stresses affected people as the researchers expected , though women were more affected than men .	neutral
However , the specific approaches to executing those principles tended to differ among the various sectors .	Specific approaches to each principle is different in each sector .	entailment
The Data Warehousing Institute provides education and training in the data warehousing and business intelligence industry .	Education and training in the data warehousing and business intelligence industry is provided by The Data Warehousing Institute .	entailment
Even after we hire good people , we need to take steps to retain them .	Once the hire has already been done , there 's no need to do anything different to retain employees .	contradiction
It describes six applications of case study methods , including the purposes and pitfalls of each , and explains similarities and differences among the six .	There are six applications for the case studies of pollutants .	neutral
Also , considerable sums are spent by the Postal Service analyzing the costs associated with worksharing , and mailers/competitors incur considerable expense litigating their positions on worksharing before the Postal Rate Commission .	The Postal Service spends considerable sums on cost analysis .	entailment
14 Managing for Federal Managers ' Views Show Need for Ensuring Top Leadership Skills ( GAO-01-127 , Oct. 20 , 2000 ) ; Management Using the Results Act and Quality Management to Improve Federal Performance ( GAO/T-GGD-99-151 , July 29 , 1999 ) ; and Management Elements of Successful Improvement Initiatives ( GAO/T- GGD-00-26 , Oct. 15 , 1999 ) .	Federal Managers have a lot of documents to study .	neutral
The third row of Exhibit 17 shows the Krewski , et al .	Exhibit 17 has many rows .	neutral
Because of limited resources , local legal services programs are forced to turn away tens of thousands of people with critical legal problems .	Local services programs are often forced to refuse people with serious legal problems due to a lack of resources	entailment
For example , the CFO Council and the Office of Management and Budget ( OMB ) are aggressively working on eight priority initiatives outlined in the1998 Federal Financial Management Status Report and FiveYear Plan .	The CFO Council and the OMB are lax about the priority initiatives .	contradiction
Such experience better enables the CIOs to work with business managers to build a shared vision for meeting mission needs .	The managers stormed out of the meeting because they did not share the same vision for the organization anymore .	contradiction
The building will also house two smaller volunteer-based programs , the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project .	A couple of groups will work from the location .	entailment
saving that did not finance domestic investment would increase net foreign investment and improve the current account balance .	The current account balance can be improved slightly .	entailment
A member of the only student-run chapter of the American Civil Liberties Union in New York state , Zelon worked to resolve disputes between students and police officers to help protect the public 's right to peaceful protest .	Zelon is not run by students in New york state .	contradiction
They consolidated programs to increase efficiency and deploy resources more effectively	Programs to increase efficiency were consolidated .	entailment
PROGRAM ACCOUNT -The budget account into which an appropriation to cover the subsidy cost of a direct loan or loan guarantee program is made and from which such cost is disbursed to the financing account .	Program accounts are used to hold some appropriations .	entailment
LSC set a deadline of October 1 , 1998 , for submission of state planning reports .	LSC set a deadline to submit state reports to make their job easier	neutral
Upon commencement of commercial operation of each new utility unit under subpart 1 of part B , the unit shall comply with the requirements of subsection ( a ) ( 1 ) .	subsection a1 need also me complied with other a variety of different conditions .	neutral
But by one measure , it seems to have been static .	The one measure makes it appear that it is static .	entailment
A portion of the nation 's income , in turn , is saved , allowing for additional investment in domestic factories , equipment , and other forms of capital that workers use to produce more goods and services or for investment abroad .	Domestic industry and workers depend greatly on the nation 's income .	neutral
The analysis presented here is an attempt to address the second argument .	The second argument is that growth rates can not increase without new curtains in the office lobby .	neutral
5 are highly correlated during summer months in some areas .	Six are correlated to winter in certain areas .	contradiction
ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques .	Economic models are not related to data	contradiction
Although claims data provide the most accurate information about health care use , ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies .	The insurance companies want to reduce medical payments by following-up to ensure patient was sober at the time of incident and intoxication may lead to a claim denial on reimbursement for medical expenses .	neutral
In this rule , cost refers to historical cost and market refers to the current replacement cost by purchase or production .	The future cost is used .	contradiction
NONFEDERAL PHYSICAL PROPERTY ANNUAL STEWARDSHIP INFORMATION For the Fiscal Year Ended September	The report details federal physical property	contradiction
Economic growth also depends on education to enhance the knowledge and skills of the nation 's work	Economic growth has been increase quickly in recent years as knowledge is being spread faster and more efficiently .	neutral
Extensive documentation of the IPM is available at //www.epa.gov/airmarkets/epa-ipm/index.html .	They are not available online .	contradiction
Workers are also represented in civil rights and retaliation claims .	The workers are fairly represented in all claims .	neutral
That is , businesses commonly contract out any function that can be done by another firm at a lower cost .	Businesses always perform business functions internally .	contradiction
They said that ( 1 ) agencies need to be able to design their procedures to fit their particular circumstances ( e.g .	It was stated that the agencies could ignore circumstances related to themselves .	contradiction
Each individual 's survival curve , or the probability of surviving beyond a given age , should shift as a result of an environmental quality improvement .	Environmental quality has no impact on the life expectancy of people who are already old .	contradiction
COST ASSIGNMENT - A process that identifies costs with activities , outputs , or other cost objects .	Cost assignment is ineffective	neutral
Several of the organizations had professional and administrative staffs that provided analytical capabilities and facilitated their members ' participation in the organization 's activities .	Organizations had mandatory bonding exercises for their members .	neutral
GAO recommends that the Secretary of Defense revise policy and guidance	GAO recommends that you eat 5 fruit/veg per day	contradiction
findings , the Administrator has determined that an environmental impact statement need not be prepared .	The Administrator believes a environmental impact statement should be prepared .	contradiction
In Texas , the legislature was instrumental in effecting changes to the state 's benefit programs through provisions in several pieces of legislation .	In Texas , the legislature was n't an instrumental factor in changes to the benefits program .	contradiction
Most traditional reform options involve workers paying more for promised benefits or getting lower benefits .	The traditional reform options propose additional benefits for less cost .	contradiction
IDAs are special in that low-income savers receive matching funds from federal and state governments as well as private sector organizations as an incentive to save .	IDAs are special in that low-income savers receive differing funds from federal and state governments .	contradiction
If you have any questions regarding this report , please call me at ( 202 ) 512-4841 .	I receive three phone calls a day asking about the report .	neutral
The formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services , in the pursuit of justice for as many low-income people throughout Colorado as possible .	Converting into just one program will help administer justice to more poor people in Colorado .	entailment
On the second point , Judge Newton said in a recent interview , I 've heard this complaint a hundred times .	Judge Newton had heard the second point numerous times .	entailment
Prior to 1986 , the United States had been a net creditor because its holdings of foreign assets exceeded foreign holdings of U.S. assets .	For many , this was considered the best position the US had ever been in financially .	neutral
Research and development is composed of	Research and development often occurs in scientific companies .	neutral
But for some recipients , there is a downside to the checks from Anthem Inc. , issued to policyholders as part of the insurer 's conversion to a publicly traded company .	Anthem inc has crazy fees on their checks	neutral
For example , the first number in Column ( 10 ) shows that in FY 1997 , the volume of mail sent by households to other households represented 6.6 percent of total First-Class volume .	Mail sent between households make up 6.6 percent of the total First-Class volume .	entailment
However , SCR installations designed to comply with the NOX SIP Call are generally already into the installation process or , at a minimum , into the engineering phase of the project .	SCR installs only have NOX SIP to comply with .	neutral
As a professional courtesy , GAO will inform requesters of substantive media inquiries during an ongoing assignment .	GAO will never inform requesters of substantive media inquiries during an ongoing assignment .	contradiction
The second missing benefit includes gains in environmental quality , especially improved health benefits .	Without the second benefit , health would be terrible .	neutral
TIG funds support the Technology Evaluation Project , an initiative of the Legal Aid Society of Cincinnati .	TIG funds are used to support the Technology Evolution project , a legal aid society in Cincinnati .	entailment
On the Use of Generalized Additive Models in Time-Series Studies of Air Pollution and Health .	Pollution does not occur in the air .	contradiction
Further , given the dynamic environment agencies face , employees need incentives , training , and support to help them continually learn and adapt .	Over time agencies faced rigid environments where nothing changed .	contradiction
Expenses included in calculating net cost for education and training programs that are intended to increase or maintain national economic productive capacity shall be reported as investments in human capital as required supplementary stewardship information accompanying the financial statements of the Federal Government and its component units .	Net cost for education programs can be calculated as a way to decrease productivity .	contradiction
Exhibit 3 presents total national emissions of NOx and SO2 from all sectors , including power .	In Exhibit 3 there are the total national emissions od NOx and SO2 from all sectors .	entailment
NHTSA concluded that while section 330 superseded the section 32902 criteria , it did not supersede the section 32902 mandate that there be CAFE standards for model year 1998 .	NHTSA concluded that section 330 did not supersede the section 32902 mandate that there be CAFE standards for model year 1998 .	contradiction
facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities .	The State and Federal courts are the same regardless of location .	neutral
