sentence1	sentence2	label
There is no tradition of clothes criticism that includes serious analysis , or even of costume criticism among theater , ballet , and opera critics , who do have an august writerly heritage .	Clothes criticism is not taken seriously by consumers .	neutral
She wears either revealing clothes or professional clothes ( or perhaps both ) .	Her clothes are either provocative or conservative .	entailment
Second , reducing the rate of HIV transmission is in any event not the only social goal worth If it were , we 'd outlaw sex entirely .	No one cares about HIV or any other social problems .	contradiction
And Alan Tonelson , of the U.S .	Alan Tonelson has lived in the U.S. his entire life .	neutral
Fast forward to 1994 and beyond .	Fast forward to 1994 and all the years after .	entailment
To the sociologists ' speculations , add mine .	Add my speculation to the sociologists ' .	entailment
Ickes apparently made calls to donors from his government office , but there is no evidence so far that anyone else solicited funds in a federal building .	There is no evidence that anyone except Ickes solicited donations from the federal building .	entailment
You know .	You are aware .	entailment
Clinton used a floor mop to clean up the dirt he had tracked onto the shiny floor of an elementary school .	Clinton tracked dirt onto the floor of a high school and left without cleaning it .	contradiction
But of course , that 's just another way of saying that liberal democracy -- a value Huntington surely ranks above the alternatives morally -- may never fit some peoples as naturally as it fits us .	Liberal democracy fits us well because we are political figures .	neutral
The notable thing for me about the Left Behind series -- beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government , mass death , and the return of the Messiah , is that all the Jewish characters are Christian .	All the Jewish characters in the Left Behind series are actually Christian .	entailment
He 's too cautious .	He 's not brave enough .	entailment
But the state does arguably have an interest , compatible with the First Amendment , in stipulating the way those media are used , and Fiss ' discussion of those issues is the least aggravating in his book .	Fiss ' discusses the state 's interest in media use in his book .	entailment
Candidates must submit a set of fingerprints for review by the FBI .	Candidates do not have to have their fingerprints taken .	contradiction
It does n't seem expensive -- they use it in Bangladesh , after all .	That 's one of the most expensive options .	contradiction
Bush the elder came of age when New England Republicans led the party , and patrician manners were boons to a Republican .	New England Republicans led the GOP .	entailment
The entire setup has an anti-competitive , anti-entrepreneurial flavor that rewards political lobbying rather than good business practices .	The setup rewards political lobbying .	entailment
The Star reports that actress Jodie Foster is pregnant through artificial insemination .	It has been reported by The Star that Jodie Foster is pregnant with twins through artificial insemination .	neutral
The White House denies this .	This has already been repudiated by the White House .	entailment
The event is the definition of a crowd pleaser , replete with appearances by the Rockettes , the Mormon Tabernacle Choir , and Santa Claus ( the act is n't entirely without bite ; there 's also a very funny moment involving a heart attack ) .	If Santa Claus has a heart attack , the Rockettes will have to save Christmas .	neutral
The first installment of the Star Wars Trilogy Special Edition opened in theaters everywhere .	Star Wars can be seen in theaters .	entailment
In 1984 , Clinton picked up rock groupie Connie Hamzy when she was sunbathing in a bikini by a hotel pool .	Clinton kept her friends and relationships private in the 80s .	contradiction
It is that prospect that may bring Republicans together to defend a CPI everyone knows is inaccurate .	An inaccurate CPI can be defended by Republicans	entailment
There is simply no historical precedent for a large empire calling it quits because it could not compete economically or technologically .	Empires are too large to fail and can not quit just because they are struggling financially .	neutral
FEC Chairman Scott Thomas , a Democrat who was also at the conference , noted that the Federal Election Campaign Act of 1971 outlined three principles that need to be preserved on the 1 ) disclosure of how money is raised and spent to influence elections ; 2 ) limits on the amount that any one person can contribute to a campaign ; and 3 ) restrictions on independent spending by corporations and unions .	Scott Thomas was the EPA Chairman .	contradiction
Acquaintances of mine have become Orthodox because of the codes .	Some of my friends have converted to other religions .	neutral
In the depths of the Cold War , many Americans suspected Communists had infiltrated Washington and were about to subvert our democracy .	Communists messed with American democracy during the Cold War .	neutral
It means that they gather and interpret their material fairly and argue about its interpretations rationally .	They gather and interpret the material fairly and argue rationally about it .	entailment
Rehnquist 's conferences are no-nonsense .	His conferences are serious .	entailment
( Imagine the difference between smoking a cigarette and injecting pure nicotine directly into a vein . )	Try not to imagine the difference between smoking a cigarette and injecting pure nicotine .	contradiction
Both were run by editors ( Paul Williams , Jann Wenner ) who saw rock stars as modern poets and voices of their generation .	Both were operated by editors who fancied rock stars as modern poets .	entailment
Even the lower limit of that differential compounds to a hefty sum over time .	The small number will go into a larger sum over time .	entailment
An overall increase in prices is only possible when there has been an overall increase in the amount of money in circulation .	Prices always increase , regardless of the money in circulation .	contradiction
His failure will endure .	The man did not try hard enough .	neutral
It means that they gather and interpret their material fairly and argue about its interpretations rationally .	The material is gathered hastily and is argued about irrationally .	contradiction
He fled in his car when cops arrived and led them on a chase that ended in the massive crash .	He crashed his car because the tires burst .	neutral
Another alternative is that our heroes were pursuing the noble goal of academics everywhere -- tenure .	Academics are a good goal to strive for .	neutral
However , in the off-field ( sentimental ) tournament , the Falcons and Jets have more appealing story lines .	The Jets have the most appealing story line .	neutral
Despite all the hoopla over a pro-choice advocate 's confession that he had lied about the circumstances under which the procedure is generally used , only five lawmakers switched their votes from no to yes .	The pro-choice advocate 's admission to lying about the circumstances of the procedure did n't seem to matter to most lawmakers .	entailment
Critics praise Goodman 's finely honed descriptive abilities and instinctive grasp of familial dynamics , the ways in which dreams and emotional habits are handed down ...	Critics believe Goodman played a great father in this role .	neutral
More to the point , even as the major airlines have been reaping large profits over the last four years , their productivity has not risen at all , suggesting that consolidation is not improving efficiency .	Airlines do not work hard enough and at a joke .	neutral
Rightly or wrongly , America is seen as globalization 's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them .	America alone is responsible for the excesses of the globalization movement .	neutral
A poll of Hong Kong residents finds them sanguine about the city 's future .	A poll of Hong Kong residents finds them more sanguine about the city 's future than before .	neutral
A sufficiently clever system of taxes and subsidies can induce people to make accurate reports of their own emotional distress .	Some people possess emotional distress to varying degrees .	entailment
3 ) The gap between the productivity of women and the productivity of men .	The numbers are very similar .	neutral
True devotees talk shop at even more specialized groups , such as one on Northeastern weather ( ne.weather ) , whose recent conversation topics included the great blizzard of 1978 and the freak snowstorm of May 1977 .	Ne.weather is a general discussion group , not only about weather .	neutral
Meanwhile , critics on the left argue that because the United States failed to intervene in Rwanda , its intervention in Kosovo is morally suspect and probably racist .	The US ignored the conflict in Kosovo just like it did in Rwanda .	contradiction
This one ended up being surprisingly easy !	This is an easy one .	entailment
For example , if Ovitz 's five-year deal was worth , say , $ 100 million , and if the compensation committee had added to that a front-end grant of free Disney shares worth , say , $ 50 million , then -- assuming that Ovitz finished his five-year contract period -- the cost to Disney would be $ 150 million .	The five-year deal will be worth $ 100 million	neutral
But the arguments that it would do harm seem unpersuasive .	The people did not worry about the amount of harm it could do .	neutral
The crucial part of that world is the home where parents relate to children .	The crucial part is that parents relate to their own children only .	neutral
The chart to which Reich refers was actually presented during Saxton 's opening statement , hours before Reich testified , and did not look as Reich claims it did .	Reich refers to a chart that he understood well .	neutral
Tax purists would argue that the value of the homemakers ' hard work -- and the intrafamily benefits they presumably receive in return for it -- should , in fact , be treated as income and taxed , just like the wages paid to outside service providers such as baby sitters and housekeepers .	To tax purists , the value of the homemakers ' hard work should be taxed .	entailment
A group of guys went out for a drink after work , and sitting at the bar was a real a 6 foot blonde with a fabulous face and figure to match .	A stunning six foot blonde woman sat at the bar with the men after work .	entailment
Eighty percent of pagers in the United States were knocked out by a satellite malfunction in space .	The pagers were only knocked out for a brief period of time .	neutral
[ I ] n You 're the Top Porter does not capitalize on the text 's potential for realism .	You 're the Top Porter intentionally ignored the potential for realism .	neutral
But , as the last problem I 'll outline suggests , neither of the previous two objections matters .	I will not continue to outline any more problems .	entailment
After four years , Clinton has learned how to avoid looking unpresidential .	After four torturous years , Clinton finally gets how to avoid unpresidential behavior .	neutral
Instead , the task of defending Bradley fell to Erving , who shrugged that it 's probably a debatable issue , but knowing Sen .	The task of assaulting Bradley fell to Erving .	contradiction
That story remains to be told .	The story has not been told yet .	entailment
It can not be outlawed .	It has to be made illegal .	contradiction
To check this , the central bank has tripled interest rates and used hard currency reserves ( now reduced to $ 10 billion in ready cash ) to buy back rubles .	The central bank 's interest rates have tripled in margin .	entailment
Pat Buchanan followed immediately behind , handing out smallpox-infected blankets and bottles of whiskey .	Pat Buchanan led the group .	contradiction
Click Friedrich Hayek ring to go ...	Click Friedrick Hayey ring to go .	entailment
Two more weeks with my cute TV satellite dish have increased my appreciation of it .	No matter how long I have the satellite dish , I just do n't like it ,	contradiction
Release 2.0 : A Design for Living in the Digital Age , by Esther Dyson ( Broadway Books ) .	Esther Dyson is the Author of Release 2.o : A Design for Living in the Digital Age .	entailment
Everything is a celebration .	Everything to do with winning the election is a celebration .	neutral
They encourage us to indulge ourselves , and they exhort us to worry about our competence at work .	There are no consequences to indulging ourselves .	neutral
Click here for Finkelstein 's explanation of why this logic is expedient .	Select this option for Finkelstein 's understanding of why this logic is expedient .	entailment
It seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights , the right to have free trade unions , the release of more than 200 political prisoners , debt relief , stronger penalties for corruption and pollution , no amnesty for Suharto and his fellow thieves , and a respite for the poor from the hardest edges of economic reform .	Debt relief is the main motivator for people in this democracy .	neutral
Second , Clinton has n't used the bully pulpit to speak out against drug use nearly as often as his two predecessors did .	The primary purpose of the bully pulpit is to speak put against drug use .	neutral
will never be doused ( Brit Hume , Fox News Sunday ; Tony Blankley , Late Edition ; Robert Novak , Capital Gang ; Tucker Carlson , The McLaughlin Group ) . The middle way is best expressed by Howard Kurtz ( NBC 's Meet the Press ) -- he scolds Brill for undisclosed campaign contributions and for overstretching his legal case against Kenneth Starr but applauds him for casting light on the media .	They wanted the public to know where the funds came from .	neutral
It is not a surprise , either , that Al Pacino chews the scenery in Devil 's Advocate . And the idea that if the devil showed up on Earth he 'd be running a New York corporate-law firm is also , to say the least , pre-chewed .	Nobody expects that the devil would take the form of a lawyer .	contradiction
Still , commercial calculation is n't sufficient to explain his stand .	Commercial calculation was how he was able to explain his side .	contradiction
Second , reducing the rate of HIV transmission is in any event not the only social goal worth If it were , we 'd outlaw sex entirely .	Reducing HIV is important , but there are also other worthy causes .	entailment
The important thing is to realize that it 's way past time to move it .	It can not be moved , now or ever .	contradiction
The first installment of the Star Wars Trilogy Special Edition opened in theaters everywhere .	Pirates of the Caribbean is also in theaters .	neutral
A 1994 Roper Poll concluded that the NewsHour is perceived by the public as the most credible newscast in the country .	A 1984 Poll concluded NewsHour is seen as the least credible newscast by the public .	contradiction
The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is -- Americans throw out approximately 12 percent of the stuff they buy at the supermarket .	Americans just throw away 12 percent of what they buy at foreign supermarkets .	neutral
Unfortunately , the magnet schools began the undoing of desegregation in Charlotte .	Desegregation was becoming disbanded in Charlotte thanks to the magnet schools .	entailment
Sixty percent of Americans are frustrated and angry with the health-care system , and 70 percent favor federal intervention .	A majority of Americans are not happy with the health-care system .	entailment
And these are tough times for reviewers in general .	Times have never been better for reviewers .	contradiction
Enthusiasm for Disney 's Broadway production of The Lion King dwindles .	The broadway production of The Lion King is no longer enthusiastically attended .	entailment
They encourage the view that there 's nothing -- from Iraqi germ weapons programs to Serbian atrocities -- that a few invisible planes ca n't fix .	There is nothing a few completely visible planes can do to fix this mess .	contradiction
We should seek to achieve the most good or benefit , with the least harm and destruction of things that we value , he argued .	He argued that we should recklessly destroy all the things that we care the most about .	contradiction
Instead , the task of defending Bradley fell to Erving , who shrugged that it 's probably a debatable issue , but knowing Sen .	Erving was a new attorney who did n't have a lot of courtroom experience .	neutral
The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better .	Women who have become rich and famous by telling everyone else how to better do their laundry are making people fed up .	neutral
Time 's cover package considers what makes a good school .	This edition of Time 's cover package discusses the determinants of good schools .	entailment
And who should decide ?	Someone should make the decision .	neutral
if the United States had used full conventional power .	If the United States had maximized their potential .	entailment
Since The Bell Curve was published , it has become clear that almost everything about it was inexcusably suspect data , mistakes in statistical procedures that would have flunked a sophomore ( Murray -- Herrnstein is deceased -- clearly does not understand what a correlation coefficient means ) , deliberate suppression of contrary evidence , you name it .	The Bell Curve authors made up some of their conclusions to bolster their hypothesis .	neutral
Of how , when tea was done , and everyone had stood , He reached for my head , put his hands over it , And gently pulled me to his chest , which smelledOf dung smoke and cinnamon and mutton grease.I could hear his wheezy breathing now , like the prophet 's Last whispered word repeated by the faithful.Then he prayed for what no one had time to translate -- His son interrupted the old man to tell him a groupOf snake charmers sought his blessing , and a blind thief.The saint pushed me away , took one long look , Then straightened my collar and nodded me toward the door .	When tea was done , he took his hands off me .	contradiction
Huntington -- like Buchanan -- claims not to be a cultural He is defending the integrity of all cultures , theirs and ours .	Both men do not care what happens to other cultures , only their own .	contradiction
If anyone has a good idea about how to bring back the opinion leaders of yore , I am all for it .	Someone is looking for ideas to bring back the opinion leaders of yore .	entailment
They just do n't like it as much as men do .	Men like it much more than they do .	entailment
But we do n't rule out regulation in the future if industry fails to do a good job of policing itself .	Regulation will not happen in the future .	contradiction
Where is art ?	What is the place of art ?	entailment
Albino Alligator ( Miramax ) .	Alligators are all born with identical color sequences .	contradiction
Consider the Globe : As the respectable media have become sleazy , the Globe has become sleazier .	The media is becoming sleazy because it 's trying to combat brainwashing .	neutral
Linda Tripp was indicted for illegally taping telephone conversations with Monica Lewinsky .	Monica Lewinsky was illegally taped by Linda Tripp .	entailment
If I work at it , I might even be able to pick up some endorsements from members of the Sonics .	I need to work hard to accomplish my goals .	neutral
Some predict the jokes will wear thin soon , while others call it definitively depraved ( Tom Shales , the Washington Post ) . ( Download a clip from South Park here . )	Press has taken interest in South Park jokes .	neutral
But you have to have money to save it , and not many couples with young children have the luxury of tucking away $ 2,000 apiece annually for their Golden Years .	Not many couples with kids can save up for retirement .	entailment
Improvements in architecture , regaining intimate space and scale and all the rest , wo n't disguise the ugliness of advertising the local bank , Chevy dealer , and chain retailer as a backdrop for baseball .	Local advertisements are ugly .	entailment
They have found a new object of their affection .	They have no feelings of affection whatsoever .	contradiction
Though he abstains from showbizzy campaigning , he markets his virtue and exploits his legend .	He is capable to market his virtue , exploiting his legend .	entailment
He reported masterfully on the '72 campaign and the Hell 's Angels .	He did an extraordinarily bad job reporting on the Hell 's Angels .	contradiction
Critics complain that John Frankenheimer 's miniseries about the Alabama governor and presidential candidate plays fast and loose with history .	Critics believe John Frankenheimer 's miniseries is fast and loose with history .	entailment
You have to walk through it ) .	Walking is the best way to get through it .	entailment
The Star reports that actress Jodie Foster is pregnant through artificial insemination .	It has been reported by The Star that Jodie Foster is not pregnant	contradiction
There are also dozens of fabulous pictures .	I 'm sorry . We do not have any pictures to show you at this time .	contradiction
And here , current history adds a major point .	Current history does n't add any points to it .	contradiction
A Newsday story on this incident reports that , Toobin said through a Random House spokesman ...	Toobin spoke through a random House spokesman .	entailment
Without the discount , nobody would buy the stock .	Nobody would buy the stock if there was n't a discount .	entailment
A sidebar notes that controversy remains over the Mars meteorite that crashed into Antarctica about 11,000 years While scientists have demolished most of the evidence that the meteorite contained living creatures , they can not explain why the meteorite contains a molecule that on Earth is only produced by biological processes .	The Mars meteorite crashed over 30,000 years ago .	contradiction
Lucy screamed , I 've got to know .	Lucy wanted to know , but nobody wanted to tell her .	neutral
A Newsday story on this incident reports that , Toobin said through a Random House spokesman ...	Toobin did not want to talk directly to them .	neutral
Wacky Tangent of the Washington Week in Review host Ken Bode scolded the New York Times Magazine for a Nov. 9 fashion spread he said endorsed the now-discredited fashion trend of heroin chic .	Heroin Chic is in .	contradiction
Linda Tripp was indicted for illegally taping telephone conversations with Monica Lewinsky .	Linda Tripp was not indicted .	contradiction
2 ) This particular instance of it stinks .	It is a terrible situation .	entailment
Republican consultants agree that conservative candidates in the South , Southwest , Midwest , and Rocky Mountains will beg for Reed 's talents and connections .	Republicans do not thing anyone will want Reed 's talents .	contradiction
China could never trump the warhead blizzard Washington would send in retaliation against any atomic attack , though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads .	The United States has much stronger warheads than China .	entailment
On the window above the sink a small container is stuffed with bits of leftovers -- the red berries of barberry , small twigs of willow , cuttings of hinoki cypress with its fruits attached , and the pendulous leathery seed pods of wisteria .	The container is empty and on the buffet .	contradiction
The disorder hardly seemed to exist before the stimulant Ritalin came along .	Attention Deficit Disorder did n't seem as prevalent before Ritalin was around .	neutral
Unfortunately , following the vogue of conceptualism , Kentridge has entered a film in the show , , which uses animation of sketches much cruder than the ones he usually does interspersed with documentary footage from the apartheid era .	Kentridge once created a documentary footage from the apartheid era .	entailment
The movie is n't clear on where the secret report that kicked off Bergman 's interest in tobacco came from , or who in the FDA thought it was a good idea to turn him onto Wigand .	Bergman was turned onto Wigand by the government .	entailment
Some Kwanzaa rituals , most notably the focus on candles , seem to have been borrowed from Hanukkah .	They borrowed traditions from one holiday to incorporate into their own .	entailment
The important thing is to realize that it 's way past time to move it .	If it is not moved now , it will never be moved .	neutral
What 's truly striking , though , is that Jobs has never really let this idea go .	Jobs clung to the idea of expanding at all costs .	neutral
Now they 're telling mothers to deny food to infants all night long once the kids are a few months old .	It is better to force infants to eat during the day time .	neutral
Trump , who said he would decide by March whether to run for president , would likely spend $ 100 million to $ 200 million of his own money on a campaign .	Even if he ran from President , Trump 's campaign would not receive any of his money .	contradiction
In fact , European nations need to do some serious fiscal housecleaning .	The fiscal situation among European nations is perfectly okay .	contradiction
In the depths of the Cold War , many Americans suspected Communists had infiltrated Washington and were about to subvert our democracy .	Communists assisted America 's government during the Cold War .	contradiction
Friendly Fire , by Joe Lovano and Greg Osby ( Blue Note Records ) .	Joe Lovano did n't contribute anything to Friendly Fire .	contradiction
He works himself into a fake froth ; does some calculated , halfhearted gonzo writing ; then collects a fat check .	He collects a big check for pretending to be outraged .	entailment
To keep the colors fresh , he dabbed the carcass with blood from a pail , then grabbed his paintbrushes to capture those lurid reds on canvas .	He used the red dye of beets to paint his canvas .	contradiction
Enthusiasm for Disney 's Broadway production of The Lion King dwindles .	The broadway production of The Lion King was amazing , but audiences are getting bored .	neutral
News ' cover says the proliferation of small computer devices and the ascendance of Web-based applications are eroding Microsoft 's dominance .	Microsoft is a more profitable company than Apple .	neutral
In a six-year study , scientists fed dogs and other animals irradiated chicken and found no evidence of increased cancer or other toxic effects .	Scientists gave animals irradiated chicken and they all died quickly .	contradiction
This man claims that he has been robbed en route and is stranded without money or his plane ticket in an airport somewhere in Europe or the Middle East .	He claimed he was robbed and left with no money or a plane ticket but quickly solved the problem .	neutral
The spot does leave the viewer wondering about the rest of the story , and what tale the condom could tell .	The spot resolves the storyline neatly for viewers , especially regarding the condom .	contradiction
According to Jane Langmuir , director of the project , water and heat come together and create a totally new appliance .	Jane Langmuir was not involved with the project in any way .	contradiction
Critics praise Goodman 's finely honed descriptive abilities and instinctive grasp of familial dynamics , the ways in which dreams and emotional habits are handed down ...	Critics say Goodman has an instinctive grasp of familial dynamics .	entailment
To see how The Bell Curve tries and fails to get around these inherent problems , see and .	The Bell Curve shows us the perfect solution for handling these problems .	contradiction
Strom Thurmond , R-S.C. , celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now .	On his Birthday Strom Thurmond announced his retirement from the Senate Armed Services Committee in one year .	entailment
In the ancestral environment a man would be likely to have more offspring if he got his pick of the most fertile-seeming women .	Men who could show strength and cunning had their pick of fertile females .	neutral
Also , Time claims that for the past year , the FBI has been seeking Robert Jacques , a possible accomplice to Timothy McVeigh in the Oklahoma City bombing .	It is suggested the feds have been looking for an accomplice to the bombing for the past year .	entailment
In a new retrospective , the Vienna modernist ( 1890-1918 ) wins critics ' grudging respect .	The Vienna modernist was relatively unknown at the time of it 's birth .	neutral
As legal scholar Randall Kennedy wrote in his book Race , Crime , and the Law , Even if race is only one of several factors behind a decision , tolerating it at all means tolerating it as potentially the decisive factor .	Race should always be considered in judicial decisions .	neutral
And that squatting he does -- it 's as uncomfortable as it looks .	He squats because his back is bothering him .	neutral
This call to play fortuneteller is not easily refused .	It 's easily refused the call to play fortuneteller .	contradiction
In fact , European nations need to do some serious fiscal housecleaning .	There needs to be some serious fiscal housecleaning by European nations .	entailment
Under the budget deal , by 2002 , national defense will consume about $ 273 billion a year compared with $ 267 billion now .	The national defense budget will increase by 6 billion dollars by 2002 .	entailment
She People are rarely indifferent to the magazines I 've put out .	I 've put out non-controversial magazines with a small amount of strong opinions .	neutral
When we encounter the young woman again , she has taken a job as the live-in domestic at a huge and crumbling Roman townhouse belonging to an English loner named Jason Kinsky ( David Thewlis ) .	When we encounter the young woman , she was unemployed .	contradiction
News berates computer users for picking obvious , easily cracked passwords and chastises system administrators for ignoring basic security precautions .	The media chastises users for picking unsafe passwords and system administrators for not implementing effective security precautions .	entailment
Pat Buchanan followed immediately behind , handing out smallpox-infected blankets and bottles of whiskey .	Pat Buchanan , being behind , was trying to reach who was in front of him .	neutral
The event is the definition of a crowd pleaser , replete with appearances by the Rockettes , the Mormon Tabernacle Choir , and Santa Claus ( the act is n't entirely without bite ; there 's also a very funny moment involving a heart attack ) .	Expectations are low for the event on the back of Santa Claus 's absence due to health concerns .	contradiction
Took forever .	Lasted two years	contradiction
This whole unsavory episode brings back memories of skits with Monty Python ! One of my favorite lines was , You are guilty of six -- no , seven -- charges of heresy .	This episode reminds me of skits with Monthy Python , said my best friend .	neutral
Meanwhile , critics on the left argue that because the United States failed to intervene in Rwanda , its intervention in Kosovo is morally suspect and probably racist .	The US intervention in Kosovo is racist based .	neutral
The girls who wish to wear the scarf in Turkey say it represents Muslim female empowerment , and they consider themselves oppressed if it 's forbidden .	Most of the women in Turkey would rather wear a scarf .	neutral
' Blankley replies , And there are fund-raisers going out in other parts of the country to raise 'The conservatives are coming , the conservatives are coming .	Blankley replies , there are no fundraisers in other parts of the country to raise `` the conservatives are coming '' .	contradiction
The campaigns seem to reach a new pool of contributors .	The campaign drew no funding	contradiction
Pearl Jam detractors still ca n't stand singer Eddie They say he 's unbearably self-important and limits the group 's appeal by refusing to sell out and make videos .	Some people are annoyed by the singer from Pearl Jam .	entailment
Progressives at last are noticing that the best argument for government activism is that it works .	Progressives are just now realizing that the best way to argue government activism is that it has proven to be very successful , although this is n't the only part of the argument progressives are noticing .	neutral
Mr. Clinton rewards Mr. Knight for his fund raising , Mr. Gore lays the groundwork for his anticipated presidential bid four years from now , and the companies , by hiring Mr. Knight , get the administration 's ear .	Mr. Clinton hated Mr. Knight for his fund raising .	contradiction
And here , current history adds a major point .	A major point is added by current history .	entailment
Eighty percent of pagers in the United States were knocked out by a satellite malfunction in space .	Pagers in the United States were unaffected by the satellite malfunction .	contradiction
The center had become a hodgepodge of unconnected programs -- a day-care center , a library , a nonviolence training school .	The programs at the center were not connected to each other .	entailment
And frankly , the number seems a tad low to me .	The number looks too high in my opinion .	contradiction
There are no shares of a stock that might someday come back , just piles of options as worthless as those shares of Cook 's American Business Alliance .	No shares of a stock will come back because of Cook 's American Business Alliance .	contradiction
NEH-supported exhibitions were distinguished by their elaborate wall panels -- educational maps , photomurals , stenciled treatises -- which competed with the objects themselves for space and attention .	The exhibition was too bare and too boring .	contradiction
It 's conceivable that some of these allegations are true , and there 's no harm in checking them out , as long as the decedent 's family agrees to participate .	Some of the allegations might be true .	entailment
Pro-choicers point out that these close-up images literally cut the fetus 's context -- the woman -- out of the picture .	Pro-choices say the close-up images are unfair to women .	neutral
In 1982 , Wallace won his last race for governor with a quarter of the black votes cast in the Democratic primary , a fact alluded to in a written epilogue at the end of the film .	Wallace was reelected as governor .	neutral
In a new retrospective , the Vienna modernist ( 1890-1918 ) wins critics ' grudging respect .	Critics are reluctant but ultimately they are forced to respect the Vienna Modernist .	entailment
So it was traumatic .	It was n't traumatic for me .	contradiction
A profile crowns Chris Rock The Funniest Man in America .	Chris Rock has been crowned The Funniest Man in America .	entailment
The policy succeeded , and I was fortunate to have had the opportunity to make that contribution to my people .	Because the policy was a success , I was able to make a contribution to my people .	entailment
My own little corner of the world , policy wonking , is an example .	An example is birdwatching .	contradiction
A poll of Hong Kong residents finds them sanguine about the city 's future .	A recent poll found that most city residents are pessimistic about the future of Hong Kong .	contradiction
I am so constituted as to be unable to give away money with any satisfaction until I have made the most careful inquiry as to the worthiness of the cause .	I have to research a cause carefully before donating money to it .	entailment
The book is a parody of Bartlett 's , serving up quotes from Lincoln , Jefferson , and Roger Rosenblatt with equal pomposity .	Bill Reilly 's book has quotes from various presidents ranging from Lincoln to Jefferson .	neutral
Dole : We ought to agree that somebody else should do it .	Someone else needs to do it .	entailment
So it was n't Missenhardt 's singing -- marvelous though that was -- that made Osmin 's rantings so thrilling .	Osmin went off on a rant every day .	neutral
Here 's the 439 feet + ( 59 feet x 0.6 ) = 474 feet .	This is a math equation .	entailment
What 's more , there is no evidence of any competitive evaluation of Tripp before she was offered this job .	It is doubtful Tripp was evaluated before receiving this job offer .	entailment
Christ on a crutch , what does he have to do to lose your support , stab David Geffen with a kitchen knife ?	You have extreme political devotion .	neutral
That word boustrophedon describes writing that goes from left to right on the first line , then right to left on the second , then left to right on the third , and so on ; it comes from a Greek word describing the turning in a field of an ox and plow .	Writing that alternates directions on each line is called boustrophedon .	entailment
Recently , however , I have settled down and become decidedly less experimental .	I am still as experimental as ever , and I am always on the move .	contradiction
Also , Time claims that for the past year , the FBI has been seeking Robert Jacques , a possible accomplice to Timothy McVeigh in the Oklahoma City bombing .	Everyone knows McVeigh acted alone .	contradiction
Indeed , the Democratic counteroffensive has already begun .	Somebody or some group has a beef with another one and considers defensive moves as being 'counteroffensive '	neutral
A piece describes the Learning Channel 's new women-targeted reality TV A Wedding Story , A Baby Story , and A Dating Story , featuring real-life marriages , babies , and dates .	The LEarning Channel focuses on the male audience .	contradiction
For example , Bruce Barton 's The Man Nobody Knows , a best seller in 1925-26 , portrays Jesus as the ultimate businessman .	Bruce Barton 's , `` The Man Nobody Knows '' , a best seller in 1925-26 , is known as the best example of Jesus as the ultimate businessman .	entailment
We briefly discussed the Nazi angle	We never discussed the Nazi angle .	contradiction
Some management consultants describe dysfunctional interactions with one 's fellow workers as value-subtracting behavior .	Consultants most often have personality clashes at the center of conflict .	neutral
The important thing is to realize that it 's way past time to move it .	It has not been moved yet in the past .	entailment
The public health official 's version of the line , Take my wife , please , is Tell Americans to eat kale five times a week .	Eating kale five times a week may result in your wife leaving you .	neutral
The biography itself , which uses unpublished diaries and untapped Cuban government archives , is praised for having done a masterly job in evoking Che 's complex character , in separating the man from the myth ( Peter Canby , the New York Times Book Review ) . The Weekly Standard 's Stephen Schwartz calls it tainted for having received official support from the Castro regime and for abetting a Che revival .	The biography uses only published diaries and well known Cuban government information .	contradiction
Instead of indulging in the usual teary nostalgia about baseball ( that means you , Ken Burns ) , Will considered it as a craft , explaining exactly why a manager calls a hit-and-run now and not on the next pitch , how a pitcher sets up his fastball , why a shortstop moves in a step for one kind of double play and out a step for another .	Will is so passionate when he talks about baseball .	neutral
In a further role reversal , Gingrich may have positioned himself to fill it .	Gingrich may fill the position .	entailment
Last year , Arafat cracked down on Hamas after a string of bombings in Tel Aviv and Jerusalem , arresting more than 1,200 suspected terrorists , destroying Hamas safe houses , and confiscating its weapons caches .	Arafat arrested over a thousand suspected terrorists .	entailment
Time reports that Harrer denies having known she was . )	Harrer was will aware that she was .	contradiction
They encourage us to indulge ourselves , and they exhort us to worry about our competence at work .	They want us to indulge ourselves , and force us to worry at work .	entailment
This does n't look good .	This is n't a problem at all .	contradiction
At least they 're getting stoned first , I rationalized .	I rationalized that it was best that they got stoned beforehand .	entailment
Then Shuman claims that Linux provides no graphical user interface .	They hated to admit it was a superior product .	neutral
And Alan Tonelson , of the U.S .	Alan Tonelson has never once been to the U.S .	contradiction
Now sink of sorrow I who live -- the more the wrong ! Who wishing death , whom death denies , whose thread is all too long ; Who tied to wretched life , who looks for no relief , Must spend my ever dying days in never ending grief .	I think that everything is awesome and happy at all times .	contradiction
