sentence1	sentence2	label
Also , the Holy Family are said to have sheltered here on their return from Egypt .	It has never been suggested that the Holy Family ever spent any time here .	contradiction
Just north of the Shalom Tower is the Yemenite Quarter , its main attractions being the bustling Carmel market and good Oriental restaurants .	The Shalom Tower is north of the Yemenite Quarter .	contradiction
The statue was beheaded several years ago by islanders , who blame Josephine for her role in the slavery in Martinique .	Josephine is responsible for the slavery in Martinique according to locals .	entailment
The bhakti movement of the Tamils brought a new warmth to the hitherto rigid Brahmanic ritual of Hinduism .	Until that time Hinduism had been rigid and cold .	entailment
Here you 'll see the delightful but slowly disappearing indigenous FWI costume madras turban , madras skirt over petticoat , silk peplum , white blouse , and gold earrings , bracelets , and collier-choux necklace .	Here you can see FWI 's traditional costume of shorts and tank tops , which is experiencing a revival .	contradiction
The Lake District is not the place to come if you want lots of action into the early morning hours .	The lake district is open 24/7 .	contradiction
Others love to see it in the middle of the heaviest monsoon , its marble translucent , its image blurred in the rain-stippled water channels of its gardens .	Some people love to visit during the heaviest monsoon .	entailment
Exhibitions are often held in the splendid entrance hall .	The exhibitions in the entrance hall are usually the most exciting .	neutral
Rouen is the ancient center of Normandy 's thriving textile industry , and the place of Joan of Arc 's martyrdom ' a national symbol of resistance to tyranny .	Joan of Arc was the daughter of a textile worker .	neutral
Arawak peoples migrated to various Caribbean islands , arriving in Jamaica by the beginning of the eighth century .	While they visited the islands , they never visited Jamaica .	contradiction
There is an exhibition of highland dress , showing how it developed through the centuries .	They do n't discuss highland dress , only armour .	contradiction
Alexander the Great , who passed through the city in 334 b.c . , paid for its completion ; five of the original 30 columns have been restored to their full height .	Alexander the Great was so impressed with the city in 334 B.C . that he expressed a wish to live there one day .	neutral
Lydians and Persians	Persians and Lydians	entailment
The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper .	Papyrus paper was only used by wealthy Egyptians because it was so expensive .	neutral
Another thing those early French and Dutch settlers agreed upon was that their island should be free of levies on any imported goods .	The French and Dutch settlers did not want taxes on imported goods .	entailment
This is a powerful and evocative museum .	The museum is powerful .	entailment
Closed on Friday .	Open on Friday .	contradiction
One of the city 's attractions is the shopping center around the Place Darcy and Rue de la Libert ? ? , where you can hunt for such regional delicacies as the famous mustards ; pain d ' ? ? pices ( gingerbread ) ; and cassis , the blackcurrant liqueur that turns an ordinary white wine into a deliciously refreshing kir .	There is nowhere to shop in the city .	contradiction
The tree-lined avenue extends less than three blocks to the sea .	Most of the trees are palm trees .	neutral
The year of 1820 was a pivotal one in the story of the King ? ­dom of Hawaii .	The Kingdom of Hawaii has remained exactly the same since the 18th Century .	contradiction
Starting from Scratch	Leaving everything behind .	neutral
Trays can be found in all sizes and those with a wooden stand make wonderful portable tables for the home .	A lot of trays are small and useless .	neutral
Two bronze lions , carrying out feng shui principles , guard its doors .	Feng shui is a Chinese philosophy centered around architecture and placement of objects and furniture .	neutral
A little past the small theater built for local dramatic performances , there 's a fine view across the bay to Basse-Terre .	There is a good view of the bay .	entailment
Search out the House of Dionysos and the House of the Trident with their simple floor patterns , and the House of Dolphins and the House of Masks for more elaborate examples , including Dionysos riding a panther , on the floor of the House of Masks .	The House of Dolphins and the House of Masks are more elaborate than the House of Dionysos and the House of the Trident .	entailment
De Wit worked from likenesses of actual monarchs to produce his portraits .	To create his portraits , De Wit used the likenesses of real monarchs .	entailment
Ocho Rios is Spanish for eight rivers , but this name is not descriptive of the area .	The area does n't have eight rivers , only four .	neutral
But there 's plenty more .	There is a lot more .	entailment
The University of Nevada-Las Vegas boasts a student population over 23,000 ( though , like most of the people in Las Vegas , they are commuters ) .	Most of the students of The University of Nevada are commuters .	entailment
On Samothrakia you can climb to the summit of Mount Fengari , where the God Poseidon watched the Trojan War reach its tragic climax .	Poseidon was at the summit of Mount Fengari with a view of the climax of the Trojan War .	entailment
Ocho Rios is Spanish for eight rivers , but this name is not descriptive of the area .	Ocho Rios means pink penguins in Spanish , and this name describes the area .	contradiction
Territorial rights , in the form of a deck chair , can be assured for a nominal sum .	A deck chair can be used to show territorial rights .	entailment
Vaikuntaperumal is a Vishnu temple of the same period , famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings .	The Pallava kings were famously warlike and brave .	neutral
For big Raj-buffs , the supreme example of Indo-Gothic style is the Victoria Terminus , affectionately abbreviated to VT nowadays , once the railway station that launched adventures inland , now handling mostly suburban traffic .	The Victoria Terminus used to be where people departed to explore the inland area , but now it 's mostly for suburban transportation .	entailment
Bars with views and live music include Sky Lounge in the Sheraton Hotel and Towers , Tsim Sha Tsui ; and Cyrano in the Island Shangri-La in Pacific Place .	It is not far to go to find good drink , gorgeous views , and live music .	neutral
Ibiza 's seven-bulwark defences are almost completely intact .	Ibiza 's walls have crumbled due to the weather .	contradiction
The show , which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque .	The history of Istanbul is the subject of the show .	entailment
Those Creole men and women you 'll see dancing it properly have been moving their hips and knees that way since childhood .	Most people that master the Creole dance learn it as adults .	contradiction
A little past the small theater built for local dramatic performances , there 's a fine view across the bay to Basse-Terre .	There are a number of art performances in the area .	neutral
The formal splendor of the grounds testify to the 18th-century desire to tame nature , but it is done with such superlative results that one can only be thankful that the work was undertaken .	The grounds were more beautiful than any other location .	neutral
The library is the largest of any plantation in Jamaica , with over 300 volumes , including three first editions ; the books would have been used to while away the long humid days .	The library has over 300 volumes , including 3 first editions .	entailment
Paris and its immediate surroundings are a magnet for tourists , students , businessmen , artists , inventors ' in short , everyone except perhaps the farmer and fisherman , who may well come to the city to protest government policies .	Paris is a magnet for all sorts of different types of people .	entailment
A more unusual dish is azure , a kind of sweet porridge made with cereals , nuts , and fruit sprinkled with rosewater .	Azure is the name of a coffee .	contradiction
The almost midtown Massabielle quarter ( faubourg de Massabielle ) , is sometimes described as the most picturesque in the city .	The Massabielle quarter is considered the most photogenic .	entailment
The central porch is still intact , depicting Jesus 's entry into Jerusalem , the Crucifixion , and other scenes from the Bible .	The central porch was destroyed long ago .	contradiction
The remaining parts of the north , although enticing , are difficult to explore .	The rest of the north presents a steep challenge .	entailment
Beside the fortress lies an 18th-century caravanserai , or inn , which has been converted into a hotel , and now hosts regular folklore evenings of Turkish dance and music .	The fortress was built a number of years after the caravanserai .	neutral
Near Jerusalem	It is close to Jerusalem .	entailment
The lucrative tin mines of Kuala Lumpur in the State of Selangor , of Sungai Ujong in Negeri Sembilan , and of Larut and Taiping in Perak were run for the Malay rulers by Chinese managers providing coolie labor .	The Chinese labor was seen as less costly and more expendable by the Malay ruling class .	neutral
Buffet and a la carte available .	It has a buffet .	entailment
The collection and indeed the building itself is not huge or overbearing , allowing visitors to relax and enjoy the art perhaps more than is possible in such massive galleries as the Louvre or Rijksmuseum .	The Louvre and the Rijksmuseum are incredibly small galleries in comparison .	contradiction
The main gate of the churchyard leads out to Greyfriars Place , and across the street you will find an excellent view of one of Scotland 's newest museums .	Near the church you can see Greyfriars Place and a new museum .	entailment
There are many homes built into the hillsides ; some have been converted into art galleries and shops selling collectibles .	The remaining homes that have not been converted are still home to many locals .	neutral
After the execution of Guru Tegh Bahadur , his son , Guru Gobind Singh , exalted the faithful to be ever ready for armed defense .	Guru Gobind Singh was unsuccessful in his defense .	neutral
In the market proper , spices and grain are piled up in multi-colored mountains ; merchants chant as they measure out separate lots of five kilos three , three , three , four , four , four , and five , five , five .	Tourists can buy saffron at this market more inexpensively than they can in the west .	neutral
Enter the realm of shopping malls , where everything you 're looking for is available without moving your car .	A shopping mall is a sparse network of stores , that requires a significant amount of travel to go from one store to another .	contradiction
A conventional siege was useless against such a seemingly impregnable rock , however , and with so much food and water the Zealots could not be starved into submission .	The rock was impossible to get past , so a conventional siege did n't do much .	entailment
Despite their 17th-century origins , these gardens avoid the rigid geometry of the Tuileries and Ver ? ­sailles .	The gardens are not shaped like the Tuileries or Versailles .	entailment
The Drawing Room was partially destroyed by fire in 1941 , and its furnishings are faithful reproductions ; the huge ( repaired ) Ming punch bowl is striking .	Furnishings in the Drawing room are all reproductions .	entailment
You can also view a Roman Nileometer carved in the rock which measured the height of the river and helped the ancient priests to time the announcement of the Nile flood that initiated a movement of workers from the fields to community projects such as temple building .	There is no method for measuring the height of the river .	contradiction
Major journeys from one part of the country to another , say , from Milan to Rome or down to Naples , is most enjoyed by train buffs and travelers with plenty of time , patience , and curiosity .	People who like trains or who are patient are most likely to enjoy long train trips in Italy .	entailment
Mykonos has had a head start as far as diving is concerned because it was never banned here ( after all , there are no ancient sites to protect ) .	There are many ancient historical sites on Mykonos .	contradiction
But in 1799 doom was signaled for the cane monopoly with the appearance of the cheaper sugar beet .	There was never any cane grown at all in 1799 .	contradiction
To see the desert at its best , go out at dawn and at sunset .	Optimal times to really experience what the desert has to offer are at sunrise and sunset .	entailment
Many restaurants and bars have live music .	Live music can be found at many restaurants and bars .	entailment
This is the island 's main city and financial , governmental , and administrative centre , and its charms match those of other Mediterranean jewels .	The city has a lot of banks and other types of financial institutions .	entailment
Named after the city gentleman and infamous burglar , it is one of the best-known pubs in the city .	The pub sells a larger range of beers than any other pub in the city .	neutral
You can either fly on TAP/Air Portugal ( 15-minute flight ) or take the ferry ( which leaves daily at 8am ; Tel . 291/226 511 ) .	The ferry does not operate on Mondays and Thursdays .	contradiction
They made little effort , despite the Jesuit presence in Asia , to convert local inhabitants to Christianity or to expand their territory into the interior .	The Jesuit thought that by converting the Asian people to Christianity , it would help them to expand their territory .	contradiction
This town , which flourished between 6500 and 5500 b.c . , had flat-roofed houses of mud and timber decorated with wall-paintings , some of which show patterns that still appear on Anatolian kilims .	This town has no history and is full of poverty .	contradiction
This was used for ceremonial purposes , allowing statues of the gods to be carried to the river for journeys to the west bank , or to the Luxor sanctuary .	Statues were moved to Luxor for funerals and other ceremonies .	entailment
These latter vast regions of forests , rivers , and mountains border the Indonesian state of Kalimantan and the oil-rich sultanate of Brunei .	The sultanate of Brunei borders the Indonesian state of Kalimantan .	neutral
Despite its initial failings , Siegel 's Flamingo survived him , as did mob infiltration of casinos .	Siegel likes to wear brightly colored shirts .	neutral
The tomb of Job Charnock , the Company official who founded the city of Caletta , is in the church cemetery .	The Tomb of Job Charnock may not be in the church cemetery .	contradiction
Vaikuntaperumal is a Vishnu temple of the same period , famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings .	The sculpture reliefs in the Vishnu temple depict stories about the Pallava kings .	entailment
It spoils the sport .	It ruins the fun .	entailment
His plan was a simple a symmetrical design with straight streets and grand squares .	A symmetrical design with straight streets was visible on his plan .	entailment
You can eat and shop in and around the once-magnificent and heavily fortified Crusader city , with its enormous ramparts and cathedral .	The city has remained abandoned and desolate since ancient times .	contradiction
The riotous revelry roars right past Mardi Gras ( Shrove Tuesday ) when red-costumed children star as devils , to its peak on Ash Wednesday .	Mardi Gras is only the more common name because it is not specifically linked to religion .	neutral
Of the four main buildings , all of them whitewashed and decorated with bright painted sculptures , the first is where the worshippers bring offerings of flowers and fruit , the second is for sacred dances , and the third for viewing the divine effigies , which are enshrined in the sanctum of the fourth and tallest edifice .	There are six main buildings , all painted beige .	contradiction
Kyoto 's kabuki troupe performs in December and Osaka 's in May .	Kyoto and Osaka have the only kabuki troupes there are .	neutral
The gardens are among the greatest in Europe , and take in a view of the Sugar Loaf Mountain as part of their design .	The gardens are amazing .	entailment
The great breathtaking Italian adventure remains the road .	The road is dull , and best to be avoided .	contradiction
To the west of the city at Hillend is Midlothian Ski Centre , the longest artificial ski slope in Europe .	The Midlothian Ski Centre is in the area of Hillend .	entailment
In the 1980s , a pragmatic socialist coalition government with the Christian Democrats brought a few years of unusual stability .	The Christian Democrats were not able to maintain their power .	neutral
Ever since the Tokugawa shoguns restricted performances to the samurai classes , noh drama has had a rather elitist appeal .	The Tokugawa shoguns opened up performances so that all could access noh drama .	contradiction
Guangzhou , with a population of more than 5 million , straddles the Pearl River China 's fifth longest which links the city to the South China Sea .	There are no major rivers in China .	contradiction
He married Dona Filipa Moniz ( Perestrelo ) , the daughter of Porto Santo 's first governor , and lived on the island for a period , fathering a son there .	He made a life for himself on the island , marrying Dona Filipa Moniz and siring a son .	entailment
For more than 26 centuries it has witnessed countless declines , falls , and rebirths , and today continues to resist the assaults of brutal modernity in its time-locked , color-rich historical center .	Modernity has made no progress in the historical center .	neutral
The Aegean has a short , wet spring when walking , hiking , and mountain biking are extremely enjoyable activities , because the weather is pleasant but not too hot .	Spring is the best time to go hiking in the Aegean because of the weather .	entailment
At the end of the Wars of Spanish , Austrian , and Polish Succession , the Austrians had taken over northern Italy from the Spanish .	Austrians overtook norther Italy from the Spanish at the end of the Wars of Spanish , Austrian , and Polish Succession .	entailment
In the 1980s , a pragmatic socialist coalition government with the Christian Democrats brought a few years of unusual stability .	The environment was stable in the 1980s .	entailment
It features over 50 outlets for discounted designer fashions , from Armani to DKNY .	It 's discount name designer outlet stores are very popular .	neutral
The basic elements of life in the Aegean began to come together as early as 5000 b.c . , and were already in place by the late Bronze Age ( c .	Aegean life was going well .	neutral
Despite its initial failings , Siegel 's Flamingo survived him , as did mob infiltration of casinos .	Siegel never failed once and was always considered very lucky .	contradiction
During the half-century of its existence , Israel has absorbed approximately 2.5 million Jewish immigrants , displaced persons , refugees , and survivors of the Nazi Holocaust .	Israel took in 2.5 million Jewish people as a result of the Holocaust .	entailment
The only drawback is , of course , the large crowds in summer .	It is pretty much deserted in July .	contradiction
An ancient Greek trading post , the town manages to combine the atmosphere of a resort with a gutsy , bustling city life .	Historically , the town was once a trading post used by the ancient Greeks .	entailment
She , in turn , was worshipped by her subjects as a living god .	As a result , she was revered by her subjects as a living deity : one among many .	neutral
Market Street is home to the Edinburgh CityArt Gallery , showcasing the work of up-and-coming artists .	The gallery is refreshing and every artist wants to be there .	neutral
At the far end of David Street , Temple Mount is one of the world 's most sacred spots to three major religions .	Christianity and Islam are the two religions who revere the Temple the most .	neutral
It is worth a visit , if only to see the theater itself .	It 's advisable to skip seeing the place entirely .	contradiction
It was replaced in 1910 by the famous old pontoon bridge with its seafood restaurants , which served until the present bridge was opened in 1992 .	The famous old pontoon bridge with its seafood restaurants , served from 1910 until 1992 .	entailment
To get a wonderful view of the whole stretch of river , and to stretch your legs in a beautiful parklike setting , climb up to the Ceteau de Marqueyssac and its jardins suspendus ( hanging gardens ) .	You will enjoy stretching your legs as you climb the Ceteau de Marqueyssac .	neutral
The experiment lasted only until Ahkenaten 's death when almost all records relating to the King were destroyed .	The experiment ended with Ahkenaten 's death .	entailment
The best place to view the spring azaleas is at the Azalea Festival in the last week of April at Tokyo 's Nezu shrine .	The Azalea Festival is the largest festival in the world .	neutral
Trying Your Luck	This is not a game of luck , but one of pure skill .	contradiction
More than half of 800,000 native islanders are children , and the mother is traditionally responsible for bringing them up , handling the money , and making key domestic decisions .	The father is responsable for most of the raising of children in native islander families .	contradiction
For an authentic feel of old Portugal , slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building ) , a fine example of colonial architecture .	All that remains of Leal Senado is old ruins .	contradiction
Crosethe Rue de Rivoli to the Palais-Royal , built for Car ? ­di ? ­nal Richelieu as his Paris residence in 1639 , and originally named Palais-Cardinal .	The Crosethe Rue De Rivoli was built for Cardinal Richelieu to live in .	entailment
Kom Ombo is an unusual temple in that it is dedicated to two gods .	Rarely visited , Kom Ombo is a strange temple devoted to two gods .	neutral
As the road climbs toward the entrance , you 'll pass fields full of Santorini 's famed tomatoes growing on the steep slopes .	The climate in Santorini is not conducive to tomato farming .	contradiction
The Palace of Jahangir is built around a square court with arches .	The Spanish Palace has a round court inside .	contradiction
The tomb guardian will unlock the gate to the tunnel and give you a candle to explore the small circular catacomb , but for what little you can see , it is hardly worth the effort .	The tour guardian will not allow anybody inside .	contradiction
The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km ( 75-mile ) strip that stretches from Marlenheim , just west of Strasbourg , down to Thann , outside Mulhouse .	There are vineyards all along the slopes between the Vosges and Rhine Valley .	entailment
In Hong Kong you can have a plate , or even a whole dinner service , hand-painted to your own design .	It 's impossible to have a plate hand-painted to your own design in Hong Kong .	contradiction
Several of its beaches are officially designated for nudism ( known locally as naturisme ) the most popular being Pointe Tarare and a functionary who is a Chevalier de la L ? ? gion d'Honneur has been appointed to supervise all aspects of sunning in the buff .	They do not mind having nude people .	entailment
Here you 'll find many clothing stores for all ages and a large branch of Dunnes Stores , an Irish clothes- and food-shop chain .	Dunnes Stores is a popular place for tourists to shop .	neutral
The museum is open from 9am to 1pm and 2 to 5pm Monday to Friday ( with audio-visual shows in the afternoon ) , and on Saturday mornings .	There are no plans to have the museum open on Sundays .	neutral
Since his death it has been transformed into the Bob Marley Museum and carefully managed by the Marley family to protect the memory of his life .	The Bob Marley Museum was taken over by the Marley family after Bob died .	entailment
Today the strait is busy with commercial shipping , ferries , and fishing boats , and its wooded shores are lined with pretty fishing villages , old Ottoman mansions , and the villas of Istanbul 's wealthier citizens .	Istanbul 's wealthy citizens live on the wooded shores of the strait .	entailment
Saint-Th ? ? gonnec is an outstanding example , its triumphal arch setting the tone for the majestic calvary of 1610 .	A triumphal arch is present at Saint-Thégonnec .	entailment
On the northern slopes of this rocky outcropping is the site of the ancient capital of the island , also called Thira , which dates from the third century b.c . ( when the Aegean was under Ptolemaic rule ) .	The ancient capital has some of the most stunning architecture of the entire island .	neutral
Funchal 's central area boasts the best variety of shops and local products on the island .	Funchal has great shops because it is a giant ski resort .	neutral
The lucrative tin mines of Kuala Lumpur in the State of Selangor , of Sungai Ujong in Negeri Sembilan , and of Larut and Taiping in Perak were run for the Malay rulers by Chinese managers providing coolie labor .	The Malay rulers directed administrated their own tin mines .	contradiction
The Romans built roads and established towns , including the towns of Palmaria ( Palma ) and Pollentia ( near present-day Alc ? ? dia ) .	Germanic tribes founded the towns of Palmaria and Pollentia .	contradiction
Perhaps North Africans and eastern Europeans peopled the Ligurian coast , while the Adriatic and south may have been settled by people from the Balkans and Asia Minor .	The people had no complaints after settling their new lands .	neutral
They returned to live in the Galilee village of Nazareth , making pilgrimages to Jerusalem .	They lived in Jerusalem but would make pilgrimages to Galilee .	contradiction
Summer boasts long , warm days with strong sunlight and hazy views .	The days are long and warm during the Summer .	entailment
The great breathtaking Italian adventure remains the road .	The road remains the Italy people want to see .	entailment
It recalls William Randolph Hearst 's castle in Caleornia , with its imaginative juxtaposition of ancient Roman and Chinese sculpture , fine Venetian glass chandeliers , Syvres porcelain , old Flemish masters , and naughty French erotica .	There is no art or sculptures located there .	contradiction
The streets are crammed with vendors selling shrine offerings of sweets , curds , and coconut , as well as garlands and holy images .	Vendors are competing to see who can sell the most .	neutral
This is the island 's main city and financial , governmental , and administrative centre , and its charms match those of other Mediterranean jewels .	The city is nowhere near as charming as other Mediterranean cities .	contradiction
After their savage battles , the warriors recuperated through meditation in the peace of a Zen monastery rock garden .	The warriors recuperated through mediation learned from monks .	neutral
In the market proper , spices and grain are piled up in multi-colored mountains ; merchants chant as they measure out separate lots of five kilos three , three , three , four , four , four , and five , five , five .	In the market itself , merchants measure out and sell spices and grains in many different colors .	entailment
In the north , the snowcapped Alps and jagged pink pinnacles of the Dolomites ; the gleaming Alpine-backed lakes of Como , Garda , and Maggiore ; the fertile and industrial plain of the Po , stretching from Turin and Milan across to ancient Verona ; the Palladian-villa studded hills of Vicenza ; and the romantic canals of Venice .	The Alps are always hot .	contradiction
The river-beds are mostly too shallow for anything but flat-bottomed boats .	Boats that are not flat-bottomed are illegal on the river .	neutral
Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country , but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown , processed , and hand-painted on site .	The Pharaonic Village in Cairo is the only place where one can buy authentic papyrus .	contradiction
After the death of Columbus in 1505 , Jamaica became the property of his son Diego , who dispatched Don Juan de Esquivel to the island as Governor .	Diego was n't knowledgeable enough to govern the island .	neutral
This provides insight into the important Japanese concept of katachi ( form ) , the rough equivalent of It is n't what you do ; it 's the way that you do it .	Katachi roughly means , it is n't what you do ; it 's the way you do it .	entailment
In the 1980s , a pragmatic socialist coalition government with the Christian Democrats brought a few years of unusual stability .	The Christian Democrats caused great instability in the 1980s .	contradiction
Trays can be found in all sizes and those with a wooden stand make wonderful portable tables for the home .	Some trays can make great portable tables .	entailment
Others are Zao ( in Tohoku ) and a number of resorts in Joshin-etsu Kogen National Park in the Japan Alps , where there are now splendid facilities thanks to the 1998 Winter Olympic Games in Nagano .	The national park is just for camping .	contradiction
The Celts arrived in the wake of the Roman withdrawal at the end of the fourth century .	The Celts did not arrive until the start of the sixth century .	contradiction
Sultan Abdul Hamid II ( 1876 1909 ) tried to apply absolute rule to an empire staggering under a crushing foreign debt , with a fragmented population of hostile people , and succeeded only in creating ill will and dissatisfaction amongst the younger generation of educated Turks .	Sultan Abdul Hamid II was universally admired by educated young Turks .	contradiction
Other Major Museums	Different Large Museums .	entailment
Around the corner is the huge , domed , Neo-Classical Panth ? ? on .	The Pantheon can be found immediately around the corner .	entailment
Madam Regent attended church and the mission schools ( which you can still visit in Honolulu ) and burned images of the old Hawaiian gods , while Kamehameha II entertained lavishly in the company of his wives .	There are no mission schools left in Honolulu .	contradiction
They have prominent red protuberances and may have been named after the British redcoats .	They were named after the redcoats because they are the same bright red color on their bodies .	neutral
Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country , but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown , processed , and hand-painted on site .	The Pharaonic Village in Cairo does not sell papyrus .	contradiction
( As the old saying goes , If you ca n't figure out who the fool is at the poker table , it 's probably you .	If you ca n't figure out who the fool playing is , it 's probably you .	entailment
That first glimpse of the towering , steepled abbey rising from the sea on its rock is a moment you will not forget .	The sight of the abbey atop a rock in the sea is a stunning view .	entailment
The Revolutionaries could n't be dissuaded from destroying most of the cathedral 's statues , although 67 were saved ( many of the originals are now housed in the Mus ? ? e de l'Oeuvre Notre-Dame next door ) .	The Revolutionaries hated statues .	neutral
But Japan was reluctant to sue for peace because the Allies were demanding unconditional surrender with no provision for maintaining the highly symbolic role of the emperor , still considered the embodiment of Japan 's spirit and divine origins .	Japan immediately sued for peace when demands for unconditional surrender came from the Allies .	contradiction
Next , you enter the vast and splendid Imperial Hall , with three handsome marble fountains , and a canopied throne from which the sultan would enjoy the music and dancing of his concubines .	There are no fountains in the Imperial Hall at all .	contradiction
In 1099 , under their leaders Godfrey de Bouillon and Tancred , the Crusaders captured the Holy City for Christendom by slaughtering both Muslims and Jews .	The Muslims captured the Holy City .	contradiction
If you land by boat , Caravelle beach is yours for the using ; otherwise you 'll have to pay a nominal charge to the vacation club that owns the acreage .	There is a charge for people arriving at Caravelle beach by land .	entailment
The park on the hill of Monte makes a good playground , while the ride down in a wicker toboggan is straight out of an Old World theme park ( though surely tame for older kids ) .	Older kids may find the park on the hill of Monte unremarkable .	entailment
Fruit , vegetables , electronics , and a little bit of everything else is on sale here .	You can by all sorts of products and food here .	entailment
Las Vegas now seems poised to accept the multiple layers of its existence as a tourist city .	Las Vegas is a tourist city in multiple layers .	entailment
From Port-Louis all the way down Grande Terre 's west coast to Pointe Pitre there extend vast mangrove swamps .	Grande Terre 's west coast is a major tourist destination for its mangrove swamps .	neutral
Kom Ombo is an unusual temple in that it is dedicated to two gods .	Standard in every way , Kom Ombo is a temple devoted to several deities .	contradiction
This historically renowned freshwater lake , known both as the Sea of Galilee and Lake Kinneret ( meaning a harp , after its shape ) , is just 58 km ( 36 miles ) in circumference .	The Sea of Galilee has also been known as Lake Kinneret for hundreds of years .	neutral
Children , especially boys , are seen as a blessing and are treated with indulgence , fussed over by mothers and grandmothers .	Male children do n't get any special kind of treatment .	contradiction
You name it L.A. 's got it .	L.A. even has things you ca n't even name .	neutral
The regime 's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848 , with the Bonapartists , led by Napoleon 's nephew , emerging triumphant .	There were only two revolutions .	contradiction
There are many homes built into the hillsides ; some have been converted into art galleries and shops selling collectibles .	All of the homes in the hillside have been converted into art galleries and shops selling collectibles .	contradiction
As the Tokugawa shoguns had feared , this opening of the floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society .	Opening of floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society , as the Tokugawa shoguns had feared .	entailment
Look for the servant girl hurtled into hell for flirting with the devil .	As punishment for consorting with Satan , the servant girl was flung into hell .	entailment
Two bronze lions , carrying out feng shui principles , guard its doors .	Two golden calfs , carrying out capitalist principles , laugh at customers .	contradiction
The twenty mastic villages known collectively as mastihohoria were built by the Genoese in the 14 15th centuries .	Twenty mastic villages were built only in the 14th century by the genoese .	contradiction
Favorite items that will help preserve your memories of the rugged Lakeland countryside are clothing or blankets made from the local Herdwick wool , coasters of polished slate , or walking sticks with ram's-horn handles .	Most competitors get a blanket that commemorates their experience .	neutral
It is also sometimes called simply Beaubourg , after the 13th-century neighborhood that surrounds it .	It is usually referred to as Little Paris because of the many French immigrants .	contradiction
One of these walls , the Western Wall , is today a major reminder of Jerusalem 's greatness under Herod .	The Western Wall is a testament to Jerusalem 's greatness under Ramses II .	contradiction
Other attractions include hot springs , a market , and the forests and ski-slopes of nearby Uluda .	Markets , hot springs , and ski slopes make up some of the other attractions here .	entailment
So they set about clearing the land for agriculture , setting fire to massive tracts of forest .	As a result , the land was devastated by erosion .	neutral
Montmartre is lively at night , with famous clubs such as Au Lapin Agile .	Lively at night is Montmartre with all its famous clubs .	entailment
Typically assumed to be a high-roller card game , baccarat ( bah-cah-rah ) is similar to blackjack , though it 's played with stricter rules , higher limits , and less player interaction .	Only players with a lot of money to spend play baccarat .	neutral
Wear a nicely ventilated hat and keep to the shade in the street .	The street has plenty of shade for those who want it .	neutral
The park was established in 1935 and was given Corbett 's name after India became independent .	The name of the park has always been Corbett .	contradiction
The town is also known for its sparkling wine and for the caves where about 70 per ? ­cent of France 's cultivated mushrooms are grown .	The town only makes red wine .	neutral
Their rulers introduced Buddhist and Hindu culture , Brahmin ministers to govern , and an elaborate court ritual .	The rulers did not allow any other culture except for Buddhist and Hindu , punishable by death .	neutral
Boats in daily use lie within feet of the fashionable bars and restaurants .	The boats and ships always stay far from bars and restaurants , do n't they ?	contradiction
To reach any of the three Carbet falls , you must continue walking after the roads come to an end for 20 minutes , 30 minutes , or two hours respectively .	To reach any of the three Carbet falls you can take any of the three paths , it does n't matter which because they are all the same length .	contradiction
In a magical space looking out over the sea , the beautifully sculpted columns of the cloister create a perfect framework of grace and delicacy for a moment 's meditation .	Weddings are often held in the quiet sanctuary of the cloister .	neutral
The more popular offerings include kuru fasulye ( haricot beans in tomato sauce ) , patlecan kizartmas ( aubergine fried in olive oil and garlic ) , and a range of salads .	Fasulye is made from lamb and a variety of spices .	contradiction
A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption , a Greek Orthodox church .	The Church of the Assumption is located underground through a Crusader arch .	entailment
At 79 m ( 260 ft ) wide and 36 m ( 118 ft ) high , it was built by the Ptolemies during a total reconstruction of the temple in the years 237 105 b.c .	The Ptolomies never built any temples at all .	contradiction
On the other side of the peninsula , off the tourist track in the peninsula 's heel , are the curiously romantic landscapes of Puglia , from its centuries-old trulli constructions to the medieval fortresses of the German emperors .	Puglia has beautiful landscapes .	entailment
Boca da Corrida Encumeada ( moderate ; 5 hours ) : views of Curral das Freiras and the valley of Ribeiro do Poco .	Views of Curral da Freiras and the valley of Ribeiro do Poco is chapter 5 .	neutral
The tourist industry continued to expand , and though it became one of the top two income earners in Spain , a realization that unrestricted mass tourism was leading to damaging long-term consequences also began to grow .	Tourist 's caused damage to Spain .	entailment
