sentence1	sentence2	label
did you use a textured paint or	Textured paint is always better in this case .	neutral
and uh i 'm originally from Virginia and uh and my memories of summer have always been that stifling humidity	I 've never stepped foot in Virginia and I have no idea what summers are like there .	contradiction
uh unemployment runs approximately six percent	The rate of unemployment is insignificant .	neutral
i ca n't do any jumping up and down because it makes it hurt	There is no pain from jumping .	contradiction
oh that 's not really important the the other stuff is just you know window dressing because we we 've never ordered anything fact the the van that we 've got we bought uh from an estate it was an estate trade uh it was almost brand new the the gentlemen who owned it had died	We ordered our van and bought it from a used car dealer .	contradiction
uh i really i miss college i had a good time	I enjoyed my time in university .	entailment
okay movies i 've i have n't seen too many lately i have kids and we went and saw The Rescuers Down Under over the the break do do you have kids you take to movies or	I 've never seen a movie .	contradiction
not only that but they do n't pay the money either	They also do not contribute financially .	entailment
um-hum yeah we 're still pretty much you know in winter as far as that goes here	It has been winter here for years .	neutral
that 's uh only way to do it	There are so many other ways to do it .	contradiction
upwards of a mile but Washington is one of my favorite places to visit uh my daughter lives in Arlington and when i go to visit her i love to get out on that bike trail and either ride the bike oh gosh you can ride a bike practically all the way to southern Virginia	My daughter is n't located near any bike trails .	contradiction
we only have to get up for you know for the daytime feedings	We can sleep all day , since we do n't have any daytime feedings .	contradiction
is there still that type of music available	I would love to listen to more of it .	neutral
that 's really true a lot of it is um the color certain colors seem to be more acceptable	Certain colors seem to be more acceptable .	entailment
because like Tech is known to be a good engineering school and A and M maybe is known more for computers	Tech has a good reputation for engineering , while A am M is better for computer science than engineering .	entailment
yeah and the music and uh well it had an excellent story line Everything about it was good	every aspect of it was good	entailment
well we bought this with credit too well we found it with a clearance uh down in Memphis i guess and uh	We bought items in Memphis using cash .	contradiction
so i have to find a way to supplement that	I should have a couple different types of supplementation to cover all my bases .	neutral
okay i 'll keep that in mind yeah you serve that yourself or the for a family	I think I will forget about that . You will need to remind me .	contradiction
yeah yeah seven percent or something it depends on where you 're at some places in Dallas i guess it 's like closer to eight and places like in Lewisville it 's a lot closer to seven	It a place like Dallas it 's seven percent .	contradiction
so he donates a lot not everything but a lot of the material then what he does n't donate we just go out and buy	He donates all of the material .	contradiction
it was really easy i mean just just did a thumb print you know	It was so hard ! I had to sign a lot of documents .	contradiction
during the whole war he never put out like a conservation a conservation effort for oil	In the war we never set out to conserve oil .	entailment
uh plastic is just too easy i mean that 's the that 's the whole problem with it um have	I find plastic to be too easy to use .	neutral
oh of course	Of course not	contradiction
you know your children are going you know you 've got five children in school instead of somebody that only has one or none and so you they 're paying more income tax to pay for your children to go to school it just you know does n't make sense	It does n't make sense that people have to pay income tax for other people .	entailment
uh-huh uh-huh uh-huh yeah well that 's really neat	That 's awful .	contradiction
sort of a building season season yeah	Like a season without any building .	contradiction
that 's hilarious to to get that jack off that 's right oh that 's a funny story	I will enjoy telling that story .	neutral
you know some of the really the really emotional ones have you followed the Dallas elections on zoning	I 'm very interested in how the Dallas elections turn out since I 'm hoping to develop some land .	neutral
and the NIT semifinals are on tonight	The NIT semifinals take place in New York City tonight .	neutral
uh-huh yeah yeah they 're good	They are all right but not great .	neutral
yeah it 's a U S territory and it 's just we own it or	We own the land , but it 's not a U.S. territory .	contradiction
so we 've been out here well really in the house since December and we 've been uh planting flowers that we could never plant in San Antonio uh	We 've planted flowers that were impossible to plant when we were in San Antonio .	entailment
and it 's just like college too i think that if a kid goes to college and you can help them fine but i do n't think you should pay the whole way	If you pay for the entire thing , the kid will not understand the importance of money fully .	neutral
yeah i went to i went to uh Rice and we had the marching owl band which is quite a it 's not known for its musical abilities more so its um comedy abilities	I always wanted to be part of the owl marching band at Rice .	neutral
huh do you have your own kiln or do you do you	Do you have a kiln that 's yours ?	entailment
ooh it 's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing	I take an aerobics class at nine o'clock .	contradiction
in Asia yeah i spent	In Asia , yeah , I spent 3 years	neutral
right right well you know i think uh i think it 's going to happen i do n't know i do n't know what else i could suggest to them you know if they ask me what should we do i do n't know i would n't know what else to suggest to them just education start with these little kids you know and like you said you know start making it practice you know start showing all the street signs and all the cars of course i think all the cars are manufactured that way they are n't are n't all of them most o f the new ones i 'm seeing are are made with miles per hour and kilometers on them	Educating the kids and making them practice with street signs and cars will not make it happen .	contradiction
uh high humidity	Air with increased water content .	entailment
taken up by the oh okay oh so you know well that 's i had wondered sometimes i knew that there was a lot of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah	A great deal of effort and work went into that .	entailment
you know Arnold Schwarzenegger is getting to be uh a bit of a variety actor you know at first he was just a big muscle man but he 's kind of branching out	Arnold Schwarzenegger has become somewhat of a variety actor .	entailment
they 'll they 'll say yeah why did n't you buy why did n't you try something more mainline	They 'll wonder why you did n't do a more mainline clothing line .	neutral
yeah i it just totally ridiculous i mean the Israeli 's could have fixed the whole problem years ago if they just sent sent their guys in there and killed Saddam	They Israelis did n't do it because they knew they could save money getting the States to do it .	neutral
so i do n't completely agree with that either	And I totally agree with that too .	contradiction
and i and i may have been the only one that did both because the mentality in Dallas was that you could n't like both you had to like one and hate the other	I did not follow the mentality in Dallas , of liking only one team .	entailment
yeah so it 's easy to do i 'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it 's about uh maybe eight foot square and but only about two feet tall and when you get to where you 're going it raises up and there 's tenting material	I want to get one of those campers .	entailment
yeah it 's true it is in in fact i have a friend of mine that moved to North Carolina she 's um an emergency room nurse she does the operating room	This person I 'm close to is an emergency room nurse at a hospital in North Carolina .	entailment
but i think a lot of kids it 's funny get the same kind of fears like there 's somebody under the bed	I believe that many children think it 's amusing , the similar uneasiness that there 's someone beneath the bed .	entailment
and the same is true of the drug hangover you know if you	It 's nothing like a drug hangover .	contradiction
then there 's that uh let 's see i like the Lakers Milwaukee Atlanta Hawks i like them too	I like the Lakers , Milwaukee and Atlanta , basketball is my favorite sport .	neutral
so you um-hum so you think it comes down to education or or something like that	IT all boils down to how much education you have .	neutral
you know we keep a couple hundred dollars um if that much charged on those which is n't too bad it 's just your normal	We have no money on there at all	contradiction
yep see we have cable here	Yes , we have cable here and we love it .	neutral
so i like music i like listening to music so i do n't usually listen to KCBI and then there 's another one called Journey that 's somewhere in between the two of those it 's in between ninety and ninety four	KCBI plays my kind of music , so I always listen to it .	contradiction
well i hear my kids are needing me again so i 'll go see what they need and we 'll maybe talk to you again	My kids are independent and do not need me at all .	contradiction
i 've yeah i 've done it before and when i was in high in high school and college and thoroughly enjoyed it and and it 's really a a blast my wife hates it but that 's the way life is i guess	I 've never done it and do n't think I would like it .	contradiction
it was difficult	It was challenging to fight him .	neutral
uh-huh uh-huh uh-huh yeah well that 's really neat	That 's amazing , I 've never seen anything like it .	neutral
uh-huh oh yeah i had n't heard that one let 's see i ca n't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i	The whole inventory of TV shows was wiped out .	contradiction
yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation	I do worry that it might be a bad lesson for the kids .	entailment
uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars	I had it done at the Toyota dealer 's for fifty bucks .	contradiction
i 've been getting a kick out of those lately	I guess they just do n't like me .	contradiction
oh really yeah so he he 's uh he 's probably going to be going to jail and and the problem with him is he 's on a guaranteed salary like for three years so whether he plays or not they 've got to pay him ten million dollars so if they	He is so hardworking and has helped the team achieve so much , I do n't see anything wrong with paying him a million dollar salary .	contradiction
just look what we did to Iraq	Remember what happened in Iraq ?	entailment
Detroit Pistons they 're not as good as they were last year	Detroit Pistons played better last year	entailment
probably you probably got everybody on you because they were probably all going to law school	It is possible that they were going to law school .	entailment
uh right now we 're actually having uh it 's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm	Temperatures are still below the freezing point outside .	contradiction
oh sure sure right um-hum right	Whatever you say	neutral
exercise is not supposed to do that to you	Exercise is n't supposed to make you that sore .	neutral
i ripped the ligaments in my right ankle	i narrowly avoided injuring my right ankle , luckily	contradiction
uh was n't that Jane Eyre no he wrote Jane Eyre too	He did not write Jane Eyre or any other book .	contradiction
probably so yeah you can get a head start on it	You ca n't get a head start on it .	contradiction
well that 's good that 's great	That is not bad , it is actually pretty good .	entailment
no i i even i enjoy reading T News i try to catch it because it 's another example they just they just show you the words and the facts and they they do n't offer any commentary and it gives me a quick chance to to be caught up during the day because you know we do n't listen to the radio at work at all so i do n't like to go the whole day without hearing anything	We do not have the radio on during the day so I like to read the news to stay current .	entailment
now that 's an interesting point yeah i mean once the expectations are	I did not find anything interesting at all .	contradiction
my parents uh were sailing uh this last year down off uh Costa Rica and they took about two weeks and went into i do n't even know the name of the river there but they went white water rafting and Mom said it was absolutely just a wonderful experience she said it was truly incredible	My parents have never gone sailing or white water rafting .	contradiction
now you know the ball 'll go straight and i go i never broke a club or anything but you know i 'd get upset about it sometimes and now i guess you know being in my forties i just kind of mellowed out a little bit i do n't get upset any more so	I used to get upset about it , but not anymore .	entailment
defiantly if you live in an apartment right	Defiantly if you live in a house right	contradiction
and you fry them with garlic and a little bit of couple dashes of hot pepper	To cook them you use garlic and a little bit of hot pepper .	entailment
we would n't be expected to cast a ballet on the subject	We have been asked to vote on the subject .	contradiction
well i meant when when you were when you were growing up i mean like Galveston	You grew up in Galveston .	entailment
yeah well my uh my uh probably one of the biggest decisions i think that was very strengthened for our family was rather than have one child make that decision	A very big decision strengthens our family .	entailment
California is high	Lack of response from California .	contradiction
uh-huh well it 's good that she does that i mean bring it to people 's attention	She never brought anything to anyone 's attention .	contradiction
and see if Kansas if Kansas yeah but then you know it could be what if they 're not hitting that night or they 're low or anything and see i i feel like the college you know it 's kids it 's still kids	It could be that they are not playing well that night .	entailment
uh we 've gotten a little Atari computer uh husband describes it as a a computer with training wheels	We do not own an Atari and never have .	contradiction
well that 's good that 's great	I ca n't believe that actually happened .	neutral
yeah well that 's not really immigration	That is not even remotely related .	neutral
life track	Jobs and work .	neutral
to see this kind of thing and you know if you can do any any little bit it helps so	To see this kind of thing is bad , do n't contribute to it at all if you can .	contradiction
oh i did and i laughed real hard when i took it in for the two thousand mile checkup and uh	I got really angry when I took it for the two thousand mile checkup .	contradiction
yeah that 's that 's a big step yeah	Yes , that is a huge step .	entailment
yeah i it just totally ridiculous i mean the Israeli 's could have fixed the whole problem years ago if they just sent sent their guys in there and killed Saddam	Israel could 've killed Saddam and saved everybody some trouble .	entailment
yeah that that i i had a i had a program due and uh one one window i had the program and the other one i had the program running so if there was ever a mistake i could easily check you know i could look at the program and say this is where i made the error	Doing it this way took longer , but it was worth it .	neutral
are you and since being Argentinean we also have a lot of pasta	Argentineans are fond of pasta because many of its citizens are Italian descendants .	neutral
so do you have do you have the long i guess not not if there 's see i was raised in New York but i guess up there you all do n't have too long of a growing season do you	I am looking for a written guide to growing plants in different places in the country .	neutral
and they just put instructors out there and you you sign up for instruction and they just give you an arm band and if you see an instructor who 's not doing anything you just tap him on the shoulder and ask him questions and they 'll show you things	There are no instructors on the floor .	contradiction
um-hum what is your worst then	What is your best ?	contradiction
i do n't know what kind of a summer we 're expecting this year i imagine it 's going to be hot again	I work in the weather station , so I know all about the predictions for the weather this summer .	contradiction
no not it not no it 's a it 's not something	It 's not something	entailment
and i do n't think they 've repainted since	I do n't think they 've repainted their house .	neutral
and uh the whole organization was targeting to replace whole life policies with a term life with annuity an annuity and uh	The whole organization was prepared to fight to keep whole life policies with a term life with annuity .	contradiction
yep same here	I agree .	entailment
yeah and then about every five years you have to dig them up and throw them away and start over again they do n't last forever	You have to dig them up every five years , throw them away and then start all over again .	entailment
that 's neat just supervised more or less than anything and security i guess for them	They just supervise people .	entailment
right well the preseason really does n't mean anything either	The preseason means everything , and they know it too .	contradiction
right oh they 've really done uh good job of keeping everybody informed of what 's going on sometimes i 've wondered if it was n't almost more than we needed to know	After sharing all information with everyone , I think I may have shared too much .	entailment
that does n't seem fair does it	That does n't seem fair .	entailment
oh that sounds interesting too	That sounds as intriguing as the premise of this book .	neutral
right and uh there 's usually nobody running against you know the incumbents	There are numerous candidates running against the incumbents .	contradiction
i can believe i can believe that	It 's hard to make sense of the facts otherwise .	neutral
yeah what do you do	What do you do with the teeth ?	neutral
they do n't allow they do n't do that	They do n't do that because it 's not allowed .	neutral
yeah because being a student i 'm doing it for the money	I 'm no longer a student , so I do n't need the money anymore .	contradiction
uh there 's uh some very nice places like the bass which is a uh sort of a huge monolithic rocks that you can you can walk up the beach and into these uh enormous caverns that are partially submerged and you can wade in the pools and so forth very popular tourist spot	The rocks at the beach are n't really worth a visit .	contradiction
yeah um gosh i think it was only like three and a half pounds and for me that 's big that 's why i 'm saying i love to go fishing because i 've never caught anything really really big um so because it 's always been you know in the on a lake and uh i know they have bigger fish than that but you know three and a half pounds and that was huge for me	It was almost fifty pounds .	contradiction
hi Cynthia what did you wear to work today	I was wondering , what did you wear to work today Cynthia ?	entailment
and uh really they 're about it they 've got a guy named Herb Williams that that i guess sort of was supposed to take the place of uh Tarpley but he uh he just does n't have the offensive skills	Herb Williams and Tarpley are on par in terms of skills .	contradiction
and take it easy now good night	Good morning , I hope you have an awful day .	contradiction
well they 're so close to an undefeated undefeated season they can taste it and they wan na make history so i do n't think they 're gon na lack for motivation	They 're close to winning the season , so they wo n't have any issues with motivation .	entailment
right and that was back in nineteen fifty nine	It will be in the future .	contradiction
oh yeah all all mine are uh purebreds so i keep them in	all of mine are poodles	neutral
we have tickets waiting for us	We have tickets to the Browns waiting for us .	neutral
oh that might be kind of interesting is it	I 'm not sure if it will actually be interesting .	neutral
which they probably Mexican people do n't even know what a taco salad is but i think it 's now it 's moving up too because uh just a change you know just something different	Taco salad is completely unknown in Mexico .	contradiction
exactly and when i 'm sitting here on the sofa cross-stitching and all of a sudden somebody a man 's got their hand on my door knob it 's like uh like oh no and so i do n't i do n't like that and i guess the only way to prevent it would be just to pass a city ordinance to prevent that or	A man tried to enter the house so that he could rob it .	neutral
um-hum yeah i know what that 's like uh-huh	That 's like the worst thing that could happen .	neutral
so uh i hope you like your office	I hope your office is up to your standards .	entailment
yeah well i was surprised at the the way they drafted last year they did n't really did n't go for the uh big offensive lineman or the defensive lineman they 're going for the skilled positions so quarterbacks they really	The way they drafted last year was a surprise to me .	entailment
but uh TV is something that we try to not um deliberately try not to get hung up on it like you say	We are very obsessed with watching TV programs .	contradiction
yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it	You are required to sign up for a major freshman year .	contradiction
football and baseball and	Both football and baseball .	entailment
i think yeah and it 's a just a nice escape and you know it 's something to laugh at and enjoy	It 's so serious that it does n't provide any escape .	contradiction
yeah most mine generally stay in the windows they 're they 're	mine are in the windows unless i take them out to clean them	neutral
and once we came here it was like gosh i just miss that because it really is exciting to be around people of different	I do not miss the excitement of what it was like when we first came here .	contradiction
yeah well the uh NC double A tournament 's going on right now and uh i have n't watched it this year because Louisville 's out of it this year	I have n't missed a single game of the Sweet 16 round !	contradiction
but how do you know the good from the bad	Why care if it 's good or bad ?	contradiction
probably you probably got everybody on you because they were probably all going to law school	They were probably going to law school when they were 20 .	neutral
what does um is Robby Robin Williams does he have a funny part in the movie or is	How much screen time does Robin Williams get in the movie ?	neutral
you do n't think it 's a deterrent	You have absolutely no doubt whatsoever that it will not be a deterrent	contradiction
that would be good what 'd you say	Write down what you would say .	neutral
and uh my daughter gets irate when i when i do that because you know she 's a teenager	My daughter 's a teenager and so she gets mad whenever I do that .	entailment
i 'm not opposed to it but when its when the time is right it will probably just kind of happen you know	I think I will simply let it happen when the time is right .	entailment
for me now the address is the same you know my my office address	I am unemployed .	contradiction
um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just	Douglas , Arizona was a highlight of our trip .	neutral
well they 're so close to an undefeated undefeated season they can taste it and they wan na make history so i do n't think they 're gon na lack for motivation	Their recent losses took their toll on their morale .	contradiction
yeah so i i trotted back to the car rather quickly uh jumped in went home and took a hot shower and changed clothes and went back	I did not even stop to have anything to eat .	neutral
apparently apparently the appraisers likes it because our taxes sure is high is n't it it really is	The appraisers liked the item because our taxes are high .	entailment
and uh you know it 's like they they consider that but it would be the same way here you know it 's like if if you had to do it you know you have a big sign i 'm sorry i do n't get paid you know	If I were somewhere else I would be getting paid .	neutral
made it yeah made it all the way through four years of college playing ball but	I played ball in college .	entailment
excessively violent i was worried it 's like golly if kids start imitating that	It was so violent I worried about the kids imitating that .	entailment
and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week	I takes me just about half an hour to water , and I do it once a week .	contradiction
well UNLV they say UNLV may be the greatest amateur team ever	UNLV may be the greatest amateur team ever .	entailment
sometimes well there 's definitely a lot more hitting	The man says that he 's not sure if there 's more hitting .	contradiction
and my and my part-time work you know it 's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i 'll return to my job or whatever we can normally eat out for um under fourteen dollars	My first part time job was in a restaurant in Salisbury where you could eat out for under $ 14 .	neutral
oh that might be kind of interesting is it	That does n't at all sound like something I would enjoy .	contradiction
yes it is kind it is family and it 's fun it 's a fun thing and kids enjoy that and	It involves the family , it is fun , and kids love that .	entailment
yes they would they just would n't be able to own the kind of automobiles that they think they deserve to own or the kind of homes that we think we deserve to own we might have to you know just be able to i think if we a generation went without debt then the next generation like if if our our generation my husband and i we 're twenty eight if we lived our lives and did n't become you know indebted like you know our generation before us that um the budget would balance and that we became accustomed to living with what we could afford which we would n't be destitute i mean we would n't be living on the street by any means but just compared to how spoiled we are we would be in our own minds but i feel like the generation after us would oh man it it would be so good it would be so much better it would n't be perfect but then they could learn to live with what what they could afford to save to buy and if you want a nicer car than that well you save a little longer	I am glad our generation has no debt .	contradiction
yeah and crawl through it	I will not be crawling through anything .	contradiction
yeah i think they get bogged down in a lot of small issues that people you know special interest groups can blow up	They have no issues , big or small , to address .	contradiction
uh was n't that Jane Eyre no he wrote Jane Eyre too	Was it Jane Eyre or not ?	entailment
yes i 've had a German Shepherd that did that one time	I had a German Shepherd that once did that .	entailment
that 's right you can work yourself to death well i 'm sorry to hear your color did n't come out so good over the weekend	I 'm sorry it did n't turn out as planned .	entailment
some of the professors i think imitate Big Bird	The professors like how cool Big Bird is .	neutral
pretty good newspaper uh-huh	The newspaper is horrible .	contradiction
yeah uh-huh oh yeah petting zoos and things	Nothing related to petting zoos .	contradiction
you know even even into major things just to keep our car longer because i do n't think we get the money that we put into them out of them in two years or three years and of course i was never in a position where i could trade my car off every two years	I have never been able to trade my car off every couple of years .	entailment
yeah i mean this this Escort even when the head gasket went i mean it would start first time every time	It cost me about $ 1000 to fix .	neutral
oh well yeah that 's all i have to say thank you	Thank you for saving my life .	neutral
yeah i 'm trying to find out how long we 're supposed talk	I 'm not sure how long we 're supposed to talk for .	entailment
substitute my my yeah my kid 'll do uh four or five hours this week for me no problem	I wo n't be substituting anything in this case .	contradiction
we have tickets waiting for us	There are tickets we have that are waiting for us .	entailment
and uh it that takes so much time away from your kids	Takes you away from your kids because it is more important to you .	neutral
and the NIT semifinals are on tonight	The NIT semifinals are held early in the morning on September 1 .	contradiction
the hologram makes up all these things and uh i mean sometimes sometimes it 's funny sometimes it 's not but uh you know it 's something to pass the time until we do and then and then we watch football	We do other activities together before the football game starts .	entailment
it 's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it was n't like something that just suddenly popped up	Many Iraqis feel like that place was unfairly taken away from them .	neutral
and he 's an engineer so he even came over and set it up for me and had it running for like two hundred dollars so i thought that	For two hundred dollars he brought it to my home and set it up .	entailment
but West Texas now was a hundred and ten and i did n't mind that at all you know because it was so dry	It was one hundred ten degrees in West Texas .	entailment
i know that i did n't much uh-huh oh	I did it a lot .	contradiction
someone else noticed it and i said well i guess that 's true and it was somewhat melodio us in other words it was n't just you know it was really funny	No one noticed and it was n't funny at all .	contradiction
so i have to find a way to supplement that	I need a way to add something extra .	entailment
yeah exactly right it really is because they 're gon na get them one way or another they will always have a way look at drugs they always have a way to get that so	They are going to get them one way or another , they always have a way to get drugs .	entailment
i do n't know i i do i can think of all the uh the biblical things about it too where what did they say to uh i ca n't think of the scripture Render unto Caesar 's what is Caesar 's so	I do not know about the bible or its scriptures .	contradiction
yeah i know the motor oil	I know nothing about the motor oil .	contradiction
couple of years ago i was thinking about moving to Massachusetts but uh boy i 'm glad i did n't	I 'm glad that I did n't move to Massachusetts .	entailment
but West Texas now was a hundred and ten and i did n't mind that at all you know because it was so dry	It was freezing in West Texas and raining .	contradiction
i i have some feelings about it in the sense that i feel if a person is guilty beyond a reasonable doubt and it 's a really heinous crime i feel like the Bible says an eye for an eye	I 'm sure that it 's never justified no matter how bad the crime .	contradiction
there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it 's interesting that that most people do n't realize how small the canal is have you ever been there	The canal is smaller than people expect it to be	entailment
oh it 's fun i call	I like calling my friends for fun .	neutral
because uh i know people who eat tons of that kind of stuff and they 're just as healthy as can be	Some people who eat unhealthy foods are not sick .	entailment
it may be arrogant but i mean let them come to us	It might sound arrogant , but allow them to come to us	entailment
for one twelve dollar check	We did not cash the twelve dollar check .	neutral
uh-huh you ca n't do that in a skirt poor thing	You can not do that wearing a skirt .	entailment
oh thank God i 've never been to Midland	Midland is a crap hole so I am glad that I have never been there .	neutral
it takes so much i mean it 's like of course it does i mean by the times it transforms into Wave by mark off model and you put it in there and you want to correct those and then you know you 're trying to make the the Wave smooth so you can approximately of course it 's going to take a lot	It does not take anything .	contradiction
yeah i can usually i can put in oh probably mid March i can put anything in the ground you know beets and onions and stuff like that	I usually wait until June before I put anything in the ground .	contradiction
but it but again it depends on what job you 're in the men that are out there fixing power lines are tested a lot	The men who fix the power lines are never tested .	contradiction
i wonder how they kept up with them though it seemed like the buffaloes were moving so fast i guess they graze though that would n't have been a problem	It seemed difficult , keeping up with the buffaloes .	entailment
i always wait for the movie i do n't have time to read the book	I do n't have time to read the book so I always wait for the film .	entailment
well that 's uh i agree with you there i mean he did n't have the surrounding cast that Montana had there 's no doubt about that	I agree that he did n't have the same support as Montana , but he did well .	neutral
they might be but not at not at the human factors level	They are actually at the human factors level .	contradiction
and you fry them with garlic and a little bit of couple dashes of hot pepper	Putting some garlic in it and a little bit of hot pepper to make it taste better .	neutral
i think there would be an awful lot of resentment and um i i really do n't think it would be feasible on our country	The war would lead to a bunch of resentment among civilians .	neutral
so i do n't completely agree with that either	I have different reasons for doubting each .	neutral
and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for vegetables except when she 's having French fries	French fries very popular in this country .	neutral
where they they brew their own beer there	They takes months to perfect their beer , handcrafting each batch .	neutral
yeah well my uh my uh probably one of the biggest decisions i think that was very strengthened for our family was rather than have one child make that decision	Our children played a huge role in making this decision .	neutral
i do n't understand that i thought that he was always a good player	I thought he was a better player than my brother .	neutral
with little back packs of their own and you know things like that	Someone else carries a bag for them .	contradiction
uh-huh yeah yeah they 're good	They were better before .	neutral
those little kids do n't understand it	The younger kids do n't understand the more complex assignments they 're given .	neutral
and see the thing is you know he go out and he 'll spend it when he wants you know and uh uh i 'm afraid to i 'm afraid to use that credit card	I just love using my new credit card .	contradiction
so Eric what do you think um	What do you think , Eric ?	entailment
exactly and when i 'm sitting here on the sofa cross-stitching and all of a sudden somebody a man 's got their hand on my door knob it 's like uh like oh no and so i do n't i do n't like that and i guess the only way to prevent it would be just to pass a city ordinance to prevent that or	I am cross-stitching whilst sitting on the sofa when suddenly a man places his hand on my door knob .	entailment
well no see i 'm from a town named Panhandle	The town I 'm from is Panhandle .	entailment
okay i 'll keep that in mind yeah you serve that yourself or the for a family	I will never forget that . You can have that on your own or share with a family .	entailment
yeah well i i started uh studying mathematics basically because i was really good at that in high school	I started studying mathematics because I was really good at it .	entailment
right well the warmth that developed between them and again it i think was a picture of relationships	They got married after a while .	neutral
uh uh yeah that well um the older you get the more convenience you try to bring with you i guess so i 'm up to dragging the trailer around which is my next step is going to be probably Winnebago i hope if i only can afford one but that	The older you get , the more you want to be spur of the moment .	neutral
but uh TV is something that we try to not um deliberately try not to get hung up on it like you say	We think that other hobbies are more important than watching TV .	neutral
yeah well that 's my uh i mean every time i 've tried to go you know it 's always there 's there 's always a league bowling	I go and bowl all the time , there are never leagues in the way .	contradiction
and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there 's a lot of places the money stops and disappears along the way	Once you start distributing the money , some of it vanishes along the way .	entailment
well uh what do you think about taxes do you think we 're paying too much	Our taxes seem too high .	neutral
yeah because it like i i think i 've seen those before but i do n't remember what they look like	I think I 've seen them outside before but it 's been a long time so I 'm not sure what they look like .	neutral
oh yes how well i know i was laid off last year but i was i was lucky because i was one of the first groups to go	My group was the very last group to get laid off .	contradiction
once you have something and it 's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right	The program aired on PBS .	neutral
yeah that 's that 's always nice when you have an animal that the kids can play with like that how old are the kids	It 's never nice for kids to have animals to play with .	contradiction
oh well yeah that 's all i have to say thank you	Good riddance is all I have to say .	contradiction
well what is it	Is it popular ?	neutral
and i 'm pretty happy with it so far	It 's working out so far .	entailment
i know that you know the further we go from Adam the worse the food is for you but God still somehow makes us all be able to still live i think it 's a miracle we 're all still alive after so many generations well the last couple of processed foods you know i mean but i do n't know i like to i like to my i like to be able to eat really healthy you know what am saying and i guess i 'm going to have to wait for the millennium i think though because i do do n't think we 're going to restore the earth to you know i think Jesus is the only one that can make this earth be restored to what it should be	The further from Adam we go , the better the food become for you .	contradiction
um-hum um-hum um-hum yeah yeah it is i do n't know i think it 's a very interesting um discussion you know and and there 's certainly uh lots of pros and cons around it	The discussion was very bland to me .	contradiction
oh i 've never itemized yet	I always itemize .	contradiction
you know and then how long are they supposed to take it	You do n't know the length of time they 're supposed to take the medication .	contradiction
okay and and i think we just hang up i do n't think we have to do anything else	We do n't have to do anything else but put the phone down , I think .	entailment
yeah well i i started uh studying mathematics basically because i was really good at that in high school	I was also a straight-A student .	neutral
so we 're expecting our local economy to	We expect our local economy to start booming within a year .	neutral
i think that 's great there 's a few places in Houston where they 're trying that out i do n't know if it 's the if they 've done it citywide yet or not where they have the color coded uh bags and uh bins	So far , the trials in Houston have been a success .	neutral
uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars	The cost at the dealer 's garage is twice as much as what I paid .	neutral
California is high	California is all crazy to welcome the new year .	neutral
uh we 've gotten a little Atari computer uh husband describes it as a a computer with training wheels	Erm , we have acquired a small Atari computer .	entailment
um-hum yeah i saw that for the first time yesterday in the evening	Yesterday was the first time I had ever seen that .	entailment
the hologram makes up all these things and uh i mean sometimes sometimes it 's funny sometimes it 's not but uh you know it 's something to pass the time until we do and then and then we watch football	Sometimes it is amusing to see what the hologram creates .	entailment
um we tried that but we really were n't happy with it so he does that all himself now	He does that all himself now , after we tried .	entailment
yes yeah yeah well it it that 's right and it	that 's right , yes	entailment
so it 's it 's changing and the summers are getting hot and the winters are cold but i guess i can live with it	I can cope with the hot summers and the cold winters .	entailment
oh i do n't know either the other growing up all i knew was	When I was 7 the only thing I knew was	neutral
and that you 're very much right but the jury may or may not see it that way so you get a little anticipate you know anxious there and go well you know	Even though you 're correct , the jury might think differently .	entailment
in one sense um i 'm i 'm an older person in my fifties so i feel that we 've lost some things in the sense that women have to work today	I do n't think my age has anything to do with how I feel .	contradiction
huh no i have n't attempted that i 'm satisfied with what we have right now and we do have a gas credit card and we use that	I do n't care for what we have right now .	contradiction
